.:,f:,f:,f:,.:,.:,f:,f:,f:,f:,.:,m:,.:,m:,.:,.:,f:,.:,.:,m:,f:,.:,.:,f:,.:,.:c,m:,.:,m:,.:
.:,f:,.:,s:h,s:h,s:,s:,s:,.:,s:,s:,s:,s:h,v:,m:,.:,f:,s:,m:,s:,s:,f:,f:r,s:,s:,f:,v:,f:,s:,.:
f:,.:f,.:r,s:,s:h,s:,s:h,f:,s:,d:w,d:r,s:,s:,s:h,f:,.:,s:,d:,s:,f:,s:,.:,f:,s:,s:,.:f,s:,s:,.:r,f:
.:f,f:,f:a,f:a,f:,v:,.:,s:h,s:h,s:h,s:,f:,.:,m:o,s:,s:,v:,s:h,m:r,m:,f:,.:,f:,s:,s:,.:,s:,.:,s:,.:
f:,.:,v:,.:,f:,s:h,s:,s:,v:,.:,.:,f:,c:0,.:f,s:,s:,s:,s:,s:,.:f,v:,s:,.:r,s:,s:,s:,.:,s:,s:,.:
f:r,f:,s:h,s:,s:,d:,d:,s:h,f:,m:,m:,m:,f:,.:,f:,f:,f:a,.:,s:,f:,.:c,s:h,s:,f:,v:,s:,f:,v:,s:,.:
f:,s:,d:,s:h,f:a,s:,s:,s:,s:h,s:h,s:,s:h,f:,s:,s:,s:,f:a,v:,s:h,m:,s:,d:r,s:,m:,.:,.:,f:,.:,s:,f:
.:,s:,s:,s:,v:,s:,f:,.:f,m:,s:h,s:,f:,v:,.:f,s:,d:,s:,.:f,.:c,.:,s:,d:,s:,m:o,s:,s:,s:,s:,f:,.:
.:r,s:,.:,s:h,s:h,.:f,.:,c:10,f:,s:,d:,s:,s:h,s:h,f:,s:,.:r,.:,.:f,s:,d:,d:,s:,v:,.:,s:,v:,s:,s:,.:
f:,s:h,s:h,d:,d:,s:,.:f,.:,.:,s:,d:,s:,s:h,d:,s:,s:,.:,s:,s:h,d:,d:,s:,f:,s:,s:,f:,f:,s:,s:,f:
.:f,s:,v:,s:,d:,s:,.:f,f:,.:,s:,s:,f:,f:,s:,s:,f:,.:f,f:a,s:,d:,d:,d:,s:,f:,.:,.:c,s:,s:,s:,f:
f:,f:,.:,s:h,s:,.:,v:,.:,.:,m:,s:,s:h,v:,s:h,s:,f:,c:1,.:f,.:,s:,s:,s:,s:,.:,c:7,.:,s:,f:,s:,f:
f:,s:,s:,f:a,s:,s:h,.:f,s:h,s:h,s:,s:,d:,s:h,s:h,s:,m:,.:,.:,m:,s:h,.:,.:,s:,m:o,f:,f:a,s:,s:,v:,f:
.:,s:h,s:,.:,s:,d:,s:h,s:,s:,.:,m:o,s:,s:,f:,s:,s:h,s:,s:,.:,s:h,v:,f:,s:,f:,s:,s:,d:,s:,.:,f:
.:,.:,v:,.:,f:,s:,s:,.:f,s:,.:f,v:,s:,d:,s:,s:,.:,s:h,v:,.:f,s:h,m:,s:,s:,.:,.:,s:,s:,d:r,s:,.:
.:,s:,f:,s:h,s:,.:,s:,v:,s:,s:,f:,s:,d:,s:,.:,s:,d:,s:,s:,.:,s:,s:,s:,s:,s:,v:,.:,s:,s:,f:
.:,s:,s:,.:,s:,s:,d:,s:,s:h,f:,.:,m:,s:h,s:h,.:,.:,s:,d:,d:,s:,f:,v:,f:,.:,s:,s:,s:,d:,s:,.:
m:,s:,s:h,s:,d:,s:h,d:,s:,m:,s:,s:,.:f,v:,.:,f:,v:,s:h,d:,s:,.:,.:,.:,.:,s:,d:,d:,d:,s:,.:,.:
.:,.:,f:a,f:a,s:h,m:,s:h,d:,s:h,s:,s:h,f:,.:,s:,.:,s:h,d:,d:r,s:,.:,m:,.:,.:,s:,d:r,d:,d:,d:,s:,f:r
f:,f:,c:2,f:,f:,v:,.:f,s:,s:,v:,s:,s:,s:h,s:h,.:,s:,s:h,s:,s:,s:,s:,.:,.:,.:,s:h,d:,d:,d:,s:,f:
.:,f:,.:,.:,f:,s:h,s:h,d:,s:,s:,d:w,d:,s:,f:,f:r,m:,.:,f:,.:c,m:o,s:,s:h,v:,.:,f:,s:,d:,s:h,v:,.:
