d:,s:,s:h,s:,d:,d:,d:,d:r,d:,d:,d:,d:,d:,d:,s:,f:,f:,.:,s:,d:,d:,d:,s:,s:,s:,s:,d:,s:,s:h,s:
s:,f:,m:,f:,s:,d:r,d:,s:,s:,s:,d:,d:r,d:,s:,s:,.:,.:,f:,s:h,d:,d:,s:,f:,.:,.:,f:a,s:h,v:,.:,m:
s:,f:a,v:,.:,m:,s:,s:h,.:,f:,.:,s:,d:,s:,v:,s:,.:,m:,v:,s:,s:,s:,s:h,v:,f:,f:,.:,s:,.:f,f:,.:r
s:,f:a,f:a,.:,m:,m:,m:,.:,f:,f:a,s:,d:,d:,s:,d:,s:,s:,s:h,.:,m:,.:,s:,f:,.:,.:r,f:,s:,f:,m:,.:
d:,s:h,.:,f:,.:,m:,v:,.:,f:,v:,s:,d:,d:,s:,s:,s:,s:,s:h,m:,f:,.:,f:,.:r,s:,s:,s:,d:,s:,s:,s:
s:,f:,v:,m:,s:h,.:,m:,.:,s:h,s:h,s:h,d:,s:,f:,.:,m:o,.:,f:,m:,f:,.:,f:,f:,s:,d:,d:,d:,d:,d:,d:
s:,m:,.:,.:,s:,s:,f:,.:,.:,.:,.:,s:,s:,.:,.:,f:,.:,.:r,m:,.:c,c:10,.:f,f:,s:,d:,d:,d:,d:r,d:,d:
s:,.:,.:,.:,s:,s:,.:,.:,.:f,f:,f:,s:,s:,.:,.:,c:7,f:,m:,.:,f:a,.:f,.:,.:f,s:,d:,d:,d:,s:,s:h,s:h
d:,s:,s:,s:,s:,s:,.:,.:f,c:9,.:,.:,s:,s:,.:,m:o,f:,.:c,f:,.:f,m:,f:,.:,m:,s:,d:,d:,s:,v:,.:,.:
d:,d:,d:,s:,.:,m:,f:,f:,f:,m:o,f:a,s:,s:,f:,f:,f:,f:,.:,s:,s:,s:,s:,s:,d:,d:r,d:,s:h,m:,.:f,.:
d:,d:,d:,s:h,v:,.:,f:,f:,f:a,f:,.:,s:,d:,s:,s:,s:,s:,s:,d:w,d:,s:h,v:,s:h,d:,d:,d:w,s:,m:,.:,.:r
d:,d:,d:,s:h,.:f,.:,f:,f:,m:,.:,f:,s:,d:,d:,d:,d:,s:,v:,s:,d:,d:,s:,d:,d:,d:,s:h,v:,m:,.:,s:
