.:,.:,.:,.:r,.:,.:,.:,.:,.:,.:,.:,f:,.:,.:,.:r,f:,f:,f:
.:,s:,s:,s:,s:,s:,s:,s:,s:h,v:,.:c,f:,s:,s:,f:a,f:,s:,f:
.:r,s:,d:,d:,s:,s:,s:,s:,d:,s:h,s:,s:,f:,.:,f:,.:,s:,.:
.:,s:h,d:,s:,.:,.:,.:f,.:c,s:h,.:,s:h,s:,.:f,.:,c:5,f:a,s:h,.:
.:,s:,s:h,v:,f:,.:,c:3,.:f,s:,.:c,s:h,v:,f:,f:,f:a,.:,s:,.:f
.:,.:,.:f,.:,f:,.:,.:,.:,s:,s:,d:,s:,.:,f:,.:,f:,f:,.:c
.:,s:,s:,s:,s:,.:,s:h,s:h,d:r,d:,s:,.:,.:c,s:,s:,s:h,v:,f:
.:,s:,s:h,d:,d:,s:,v:,s:h,d:,d:,d:,s:,s:,d:,s:,s:,s:h,.:
.:,s:h,v:,s:,s:,d:,s:h,d:,d:w,d:,d:,d:,d:,s:,.:,f:r,f:,f:r
.:,s:,s:h,s:h,.:,s:,.:,s:,d:,d:,d:w,s:h,d:,d:,s:,s:,s:,f:
.:,s:,s:,.:,.:,s:,.:,v:,s:h,d:,s:h,v:,s:,d:,d:,d:,s:,.:
.:,s:,d:,s:,s:,.:,m:o,.:f,s:,d:,d:,s:,s:,d:,d:,s:h,s:h,m:
.:,s:,d:,d:r,s:,.:,s:h,.:,s:h,d:,d:,s:,.:,s:h,s:,v:,s:,f:
.:,s:,s:,s:h,s:h,s:,s:h,m:,s:h,s:,s:,s:,s:h,.:,s:h,s:,s:h,f:a
.:,.:,.:,.:,v:,.:,s:,v:,.:f,.:,.:f,v:,s:h,.:,.:,s:,s:h,f:a
.:,v:,s:h,.:c,.:f,.:f,.:f,s:h,s:,.:,.:,s:,f:,.:,s:,d:,s:,.:r
.:,s:,s:h,s:h,s:h,s:,s:,s:,s:,s:,s:,s:,s:,s:h,.:,s:,s:,.:
.:,m:,.:,.:,.:,.:,.:,.:,.:,.:r,.:,.:,f:,.:,.:,f:,.:,.:
