d:,d:,s:,.:c,m:o,.:,s:,s:,s:,d:,d:,d:,d:,d:
d:,d:,s:,m:,c:0,m:,m:r,m:,.:f,s:,d:,d:,d:,d:
d:,s:,s:,m:,.:,.:,f:,.:,c:1,.:f,s:h,s:h,d:,d:
s:,.:c,.:f,f:,.:,m:,.:f,f:,.:,.:,.:,c:4,s:h,d:
s:,c:3,.:f,.:,.:,v:,.:f,.:,.:,.:,.:,.:c,s:h,d:
s:h,f:,.:c,f:,.:f,f:,.:,f:,v:,.:c,.:f,f:a,s:h,d:
d:,s:,s:,.:f,.:,.:c,.:,.:,m:o,m:,m:,c:2,s:,d:
d:,d:,d:,s:h,c:11,.:,.:,.:,f:,f:,f:a,.:,s:,d:
d:,d:,s:,.:f,f:,.:c,.:,v:,.:,.:,m:o,f:,s:,d:
d:,d:,d:,s:,f:r,.:,.:,.:,f:,.:,c:7,.:c,s:,d:r
d:,d:,d:,s:,s:,.:c,f:,f:,s:,s:,s:,s:,d:,d:
d:,d:r,s:,.:f,.:,c:6,s:,s:,d:,d:w,d:,d:,d:,d:
d:,d:,s:,m:r,.:,.:,s:h,d:,d:,d:,d:,d:,d:,d:
d:,d:,s:,f:,m:,f:,s:,d:,d:,d:,d:,d:,d:,d:
