d:r,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:w,s:,f:,f:,f:,s:,d:,d:
d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,s:,.:,m:,f:,s:,d:,d:
d:,d:,d:,d:,d:,d:,d:,d:,d:,d:r,s:,.:,v:,f:,f:,.:c,s:h,d:
d:,d:,s:r,d:,d:,d:r,s:h,s:h,d:,d:,s:,m:,f:,.:,f:a,.:c,s:h,d:
s:h,s:h,m:o,s:,s:,s:,.:,.:,s:,d:,s:,.:,f:,f:,f:,c:6,s:,d:
.:,c:9,.:,f:,f:r,f:,f:,v:,.:,s:,s:,s:,.:c,.:,.:,s:,d:,d:
f:a,m:,.:,.:,f:,m:,.:,.:,f:,.:,.:c,v:,f:a,.:,.:,s:,d:,d:
f:,.:,.:,f:,v:,f:,m:,.:,f:,m:,f:,f:,m:,s:h,s:,d:,d:,d:
s:,s:,m:,.:f,.:,m:,f:,f:,.:,.:r,f:,.:c,s:,d:,d:,s:h,d:,d:
d:,s:,m:,m:,m:,.:,f:a,.:,f:,f:,m:,m:o,s:h,d:,s:h,v:,s:h,d:
d:,d:,s:,s:h,.:f,.:,.:,v:,.:,.:,f:,v:,s:h,d:,d:,s:,d:,d:w
d:,d:,d:,s:h,v:,.:,f:a,.:,.:,.:,m:,.:c,.:,s:h,d:,d:,d:w,d:
s:,s:h,s:,d:,s:,.:,f:,.:,.:,.:,f:,m:,.:f,m:,s:,s:,d:,d:w
.:,v:,.:,s:h,s:h,s:,f:,v:,.:f,.:r,f:,.:,v:,.:f,.:,v:,s:,d:r
.:,m:o,.:,m:,.:,s:h,s:,s:h,s:,s:,.:,.:,.:,.:,f:,f:,s:h,d:
.:,f:,m:,f:a,f:,s:,d:r,d:,d:,d:,s:h,.:,.:,.:,.:,f:,s:,d:
s:,.:,c:2,m:,.:,s:,d:,d:,d:,d:,s:,.:c,c:8,.:,s:,s:,d:,d:
d:,s:h,s:h,f:a,s:,d:,d:,d:,d:,d:,d:,s:,s:h,s:h,d:,d:,d:,d:
