s:,s:,s:,s:,s:,f:,.:f,.:,.:,.:,s:,d:,d:,d:,d:,d:,d:w,d:
.:,.:,.:,m:,f:,.:,.:f,.:c,m:,m:r,s:,d:,d:,d:w,d:,s:,d:,d:
f:,.:c,.:f,f:,f:,.:r,.:f,c:3,.:c,m:,s:,d:,d:,d:,s:h,v:,s:h,d:
.:,.:f,c:6,.:,f:,.:,m:,f:,.:,.:,s:,s:,s:,d:w,d:w,s:h,d:,d:
f:,f:,m:,f:,.:r,.:,.:,.:,.:,.:,.:,.:c,.:f,s:h,s:,s:,d:,d:
f:,f:,m:,f:,.:,.:,.:,.:r,f:,s:,.:,v:,.:,.:,f:,m:,s:,d:
.:,f:,.:,.:r,m:,f:,.:f,.:,.:,s:,.:,f:,.:,.:c,v:,f:,s:,s:
.:,.:f,m:,f:,.:,s:h,c:4,s:h,f:,f:,.:r,.:,.:c,.:,m:,.:,.:,.:
.:,.:f,c:0,f:,.:,.:,.:,f:,.:,.:,.:c,.:,.:,.:,.:,.:,.:,.:
m:,m:,f:,m:,.:,.:,.:,f:,.:,f:,f:,s:h,.:,m:,f:,.:,.:,.:
.:,m:,f:,.:,f:,f:,.:f,f:,v:,.:,f:a,v:,f:a,.:,.:,f:,m:,f:
f:,.:,.:,f:,m:,v:,.:,m:,.:,.:,m:o,.:c,m:,.:,.:,c:8,.:c,f:
m:,m:o,c:7,.:,f:,m:,.:,f:,f:,.:,.:,f:,.:,.:,.:,.:c,f:,.:
.:r,.:c,f:,f:,.:,f:,m:,.:,.:,.:,.:,m:,.:,f:,m:,.:,.:f,.:
.:,m:,f:,f:,m:,s:,s:,.:,f:,.:f,.:f,.:,.:,f:a,f:,.:f,m:,s:
s:,s:,s:,s:,s:,d:,s:,.:f,.:f,c:2,f:a,.:,f:,.:f,c:11,.:c,.:,s:
d:,d:r,d:,d:,d:,d:r,s:,f:,f:a,.:,.:,.:,.:,.:,.:,f:,f:,s:
d:,d:,d:,d:,d:,d:,s:,m:,m:,m:,m:,f:a,.:f,.:f,.:,.:,f:,s:
