d:,d:,d:,s:,s:,s:h,s:,s:,d:,d:,d:,d:,d:,d:
d:,d:,s:,.:,f:,f:,m:,f:,s:,d:,d:,d:,d:,d:
d:,s:,s:,.:f,f:,c:6,.:f,s:h,d:,d:,d:,d:,d:,d:
s:,.:f,v:,f:,f:,f:,.:f,s:,d:,d:,d:,d:r,d:,d:
s:,f:,f:,.:,.:,f:a,s:h,d:,d:,d:,d:,d:,d:,d:
d:,s:h,m:,.:c,.:,v:,s:,d:,d:,d:,d:,d:,s:,s:
d:w,s:h,v:,.:f,.:,.:,s:h,d:,d:,d:,d:,s:,.:f,.:
d:r,s:,.:,.:,.:,.:,s:,d:,d:,d:,s:,f:a,v:,m:o
s:,.:f,.:,f:,.:,v:,.:,s:,d:,d:,d:,s:,s:h,s:h
s:,.:,c:10,.:f,.:f,s:h,s:h,d:,d:r,d:,d:,d:,d:,d:
s:,m:,.:,f:,m:,s:,d:,d:,d:,d:,d:r,d:,d:,d:
d:,s:,s:h,s:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:
d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,d:
d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:
