d:,d:,d:,d:r,d:,d:,d:,d:,d:,s:,f:,f:,m:,s:
s:,d:,s:,d:,s:,s:,s:,s:,s:,s:h,f:,.:,c:5,f:a
m:o,s:,.:f,s:,m:,f:,m:,.:c,.:,.:f,f:,f:,.:,f:a
s:,c:7,.:f,m:,m:o,f:,.:,.:,v:,.:,.:f,.:,s:,s:
s:,f:,.:,.:r,.:,v:,.:,f:,.:c,.:,.:f,.:,s:h,d:
s:,f:r,f:,m:o,s:h,.:,.:f,.:,s:,.:,.:,c:3,s:,d:
d:,s:,s:,f:,.:,m:,.:,.:f,s:,s:,.:f,s:h,d:,d:
d:,d:,s:,m:,.:f,.:,c:11,.:,s:,d:,s:h,s:,s:,d:
d:,s:,.:f,c:1,m:o,.:f,s:,s:h,d:,s:,f:a,f:,f:,s:
d:,d:,s:,s:,s:,s:,d:r,s:,s:h,s:,.:,f:,m:,s:
d:,d:,d:,d:,d:,d:,s:h,f:,.:,.:c,.:,f:a,c:6,s:h
d:,d:,d:,d:,d:,s:h,.:,f:,.:,c:8,.:f,s:h,s:h,d:w
d:,d:,d:,d:,d:,s:h,c:9,.:,.:,s:,.:f,s:,d:,d:
d:r,d:,d:,d:,d:,s:h,m:,m:o,m:,s:,s:,d:,d:,d:
