d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:w,d:,d:,d:,s:,s:,s:,d:,d:
d:,d:,d:,d:,d:,d:,d:,s:,s:,s:,d:,d:,d:,d:,s:,f:,f:,f:,s:,d:
d:,s:,s:,s:,s:,s:,s:,.:,.:c,v:,s:h,d:,d:,d:,s:,f:,.:,f:,s:,d:
s:,.:,.:,.:r,.:,f:,s:,.:,.:,.:f,s:,d:,d:,d:,s:,.:,f:,f:a,s:,d:
s:,.:f,.:,.:f,.:,.:c,s:,.:,.:f,.:,s:,d:,s:,s:,s:,.:f,v:,f:,s:,s:
s:,.:,m:,c:3,.:c,.:,s:,s:h,s:,s:h,d:,s:,f:,m:,.:,s:,s:,.:,.:,f:
s:,.:,.:f,.:f,.:,.:f,s:h,v:,.:c,f:r,s:,s:,m:,f:a,f:,s:,s:,f:,f:,f:
s:,.:,f:,.:,.:,.:,s:,.:,.:,.:,s:,s:,v:,f:,f:,s:,s:h,f:,.:,.:
d:,s:,s:,.:,m:,f:,f:,.:,.:c,f:,f:a,s:h,f:,.:,.:,s:,s:h,v:,f:,.:
d:,d:,s:,m:r,f:,m:,f:a,.:,.:,v:,.:,s:,s:,s:,s:,d:,d:,s:,s:h,s:
d:,d:r,s:,.:,f:,c:5,f:,.:,f:,.:,.:,s:,d:,d:,d:,s:,s:,s:,d:,d:
d:,d:,s:,m:,.:,.:c,f:a,f:,s:h,s:h,s:,d:,d:,d:w,s:,f:,.:,.:,s:,d:
d:,d:r,s:,f:,f:r,.:,.:f,f:,s:,d:,d:,s:,s:,s:,s:h,m:o,f:,m:,s:,d:
d:,d:,d:,s:,s:,.:,v:,f:a,s:,d:,s:h,.:,f:,f:,s:,v:,.:,.:,s:,d:
d:,d:,d:,d:,d:,s:h,s:h,s:,d:,d:,s:,v:,f:,f:,s:h,s:h,s:,s:,d:r,d:
d:,d:,d:,d:w,d:,d:,s:,s:,s:,d:,s:h,m:,f:a,f:,f:,s:,d:,d:,d:,d:
d:,d:,s:,d:,d:,s:,v:,f:,.:,s:,d:,s:,f:,.:c,v:,s:,d:,d:,d:,d:r
d:r,s:h,v:,s:,s:,f:a,.:,f:a,.:,s:,d:,s:,.:,f:,.:,s:h,d:,d:,d:,d:
d:,d:,s:,d:,s:,.:,.:,.:,m:,s:,d:,d:,s:,s:h,s:h,d:r,d:,d:,d:,d:
d:w,d:,d:,d:,s:,f:,.:,.:,s:,d:,d:,d:r,d:,d:,d:,d:,d:,d:,d:,d:
