d:,d:,d:w,d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,d:,d:
d:w,d:,s:,d:,d:,d:,d:,d:,s:,d:r,d:,d:,s:,s:,s:,d:
d:,s:,v:,s:,d:,d:,d:,s:,m:o,s:,s:,s:,f:,m:o,m:,s:
d:,d:,s:,d:,s:,s:,s:,c:7,.:,f:,.:,m:,f:,v:,.:,s:
d:,d:w,d:,s:,f:r,f:,f:,.:f,.:f,f:,f:,m:,.:,.:,m:,s:
d:,d:w,s:h,.:,.:,.:f,.:,f:,m:,f:,v:,f:,.:,s:,s:,d:
d:r,d:,s:,v:,.:c,f:,v:,f:,f:,f:,f:,.:,s:,d:,d:r,d:
d:,d:,s:h,.:,f:,f:,f:,.:c,f:,.:,.:,s:,d:,d:,d:,d:
d:,s:,s:,s:,f:,.:,.:f,.:,m:,.:c,m:,s:,s:h,d:,d:,d:
s:,f:,.:f,.:,s:,c:1,f:,.:f,f:,.:,.:,v:,.:f,s:,d:,d:
s:,f:,v:,.:,.:f,s:,f:,f:,v:,.:,m:,.:f,.:,.:,s:,s:
s:,f:,.:f,.:,s:h,s:,s:,m:,.:,m:,f:a,m:,.:,f:,f:,f:a
d:,s:,s:h,s:,s:,f:,.:,f:,m:,s:h,s:,f:a,.:,.:,.:,.:
d:,d:,d:r,d:,s:h,m:,.:,f:,v:,s:,s:,f:r,f:a,c:6,f:,m:
d:,d:,d:,s:,f:a,c:5,.:c,.:,.:c,s:h,d:,s:,s:h,s:h,s:h,s:h
d:,d:,d:,d:,s:,f:,f:a,f:,s:h,d:,d:,d:,d:w,d:w,d:,d:
