s:,.:,.:,m:,m:,m:,.:,.:,f:,.:,m:,s:,d:,d:,d:,d:,d:,d:
f:,f:,m:,f:,m:,.:,f:,f:,.:,v:,.:,s:,d:r,d:,d:,d:,d:,d:
f:,m:,.:,.:,f:a,.:c,.:f,.:,.:,f:,.:,s:h,s:,s:,d:,d:,d:,d:
.:,.:,c:6,.:f,f:,.:c,c:8,f:,s:,s:h,s:,.:,.:,m:,s:,d:,d:,d:
f:,.:f,.:,f:,s:,f:,.:,f:,s:h,s:,f:,m:,c:2,.:f,s:,d:,d:,d:
.:,m:,f:,s:h,s:h,s:,s:,s:,s:,s:,.:,f:a,f:,f:a,.:,s:,d:,d:
f:,v:,s:,m:,.:,f:,.:,.:,.:,s:,m:,f:a,.:,.:,.:,s:,d:,d:
.:c,m:o,s:,m:o,c:7,.:f,f:,f:,.:f,s:h,s:h,v:,f:,.:f,.:,s:,d:,d:
.:,s:,s:,.:,.:,.:f,f:,v:,f:,s:,s:,.:,m:,m:,.:f,f:,s:,d:
m:,v:,s:,s:,s:,.:r,.:,.:,m:,s:,d:r,s:,.:,.:f,c:10,.:,s:,d:
s:,s:h,d:w,s:,.:,m:,.:,.:,s:h,d:,d:,d:,s:,f:,.:,f:,s:,d:
d:,d:r,s:,f:,m:,.:,.:,.:,s:,s:,d:,d:,d:,s:,s:,s:h,d:,d:
d:,d:,s:,.:f,c:3,.:,.:r,.:,.:f,.:c,s:,d:r,d:,d:,d:,d:,d:,d:
d:,d:r,s:,.:,.:,.:f,s:,.:c,c:11,f:,s:,d:,d:,d:,s:h,s:h,s:,d:
d:,d:,d:,s:,s:,s:,s:,.:f,.:f,f:,s:,d:,d:,s:,m:o,f:,.:f,s:
d:,d:,d:,d:,d:r,d:,s:h,.:f,s:,s:h,d:,d:,d:,s:,.:,c:9,f:,s:h
d:,d:,d:,d:,d:,d:,d:,s:,d:,d:,d:,d:,d:,s:,f:,.:,m:,s:
d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,d:,d:,d:w,s:,s:,s:h,d:
