d:,d:,s:,s:,s:,d:,d:,d:,s:,s:,s:,d:,d:,d:
d:r,s:,.:,.:,m:,s:,d:,s:h,m:,f:a,f:a,s:,d:,d:r
d:,s:h,.:,c:9,m:o,s:,s:,.:f,.:,c:2,.:f,s:,d:,d:
d:,s:,.:,.:f,.:,s:,s:,.:f,c:3,.:,.:,m:,s:,d:r
d:,d:r,s:,s:,s:,s:,s:,.:,.:,.:c,m:,f:,s:,d:
s:,d:,s:,s:,f:,.:,f:,s:,s:,.:,.:,f:,s:,d:
.:,s:,.:f,m:,.:,c:1,f:,s:h,d:r,s:,m:,.:,.:f,s:h
.:,s:,.:,c:0,.:f,f:,.:f,s:,d:,s:,.:,c:8,.:c,s:
.:,f:,m:,.:,m:o,.:f,s:,d:,s:,.:,.:,m:,.:,s:
.:,s:,s:,.:,f:a,.:f,s:,s:h,s:,f:a,c:6,.:c,s:h,d:
s:,s:,s:h,.:c,v:,.:c,s:h,.:f,f:,.:,f:,f:,.:,s:
s:h,.:,m:o,.:c,s:,s:,s:,s:h,c:4,s:h,.:,.:,f:a,.:
s:,v:,.:,f:,s:h,d:,s:,f:,.:,f:,f:,v:,.:,m:
d:,s:,f:,s:,d:,d:,d:,s:,s:h,s:,s:h,.:,.:,s:
