d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,s:,s:,d:,d:
d:,d:,d:,d:,d:,s:,s:,s:,d:,d:,d:,s:h,f:a,f:,s:,d:
d:r,d:,d:r,d:,s:,.:r,.:,.:,s:h,d:,d:,s:,v:,.:,s:,d:
d:,d:,d:,d:,s:,.:,.:c,v:,s:,d:,d:,d:,s:,s:h,d:,d:
d:,d:,s:,d:,s:h,.:r,.:f,.:,s:,d:r,d:,d:,d:,d:,d:,d:
d:,s:,.:f,s:,d:,s:,s:,s:,d:,d:,d:,d:,s:,s:,s:,s:
s:,.:c,v:,.:c,s:,d:r,d:,d:,d:,d:,d:,s:h,.:,.:,.:,.:
.:,.:c,.:f,s:,d:,s:,s:h,d:,d:,d:,d:,s:,.:,.:,.:,.:r
.:,s:,s:h,s:h,s:,.:,v:,s:,d:,d:,d:,s:,.:f,v:,.:,s:
s:,f:,.:,.:f,.:c,f:,.:f,s:,d:,d:,d:,d:,s:h,.:,s:h,d:
s:,.:,c:11,.:f,f:,s:,.:,s:,s:,s:,s:,d:,d:,s:,.:,s:h
s:h,f:,.:,f:,.:f,s:,f:,.:,.:f,m:,.:f,s:,s:,f:a,v:,s:h
d:,s:h,.:,f:,m:,.:,.:,.:c,f:,.:f,.:,s:,s:h,f:,m:o,s:h
s:h,m:,f:a,.:c,.:c,.:f,.:,.:c,c:8,.:c,f:,s:,d:,s:,s:,d:
s:h,v:,.:c,.:f,.:,v:,s:,.:c,.:,.:c,s:,d:,d:,d:,d:,d:
d:,s:h,.:,.:,.:,.:,s:h,s:,s:,s:,d:,d:,d:,d:,d:,d:
