d:,d:,d:r,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:r
d:,s:,s:h,s:,s:,s:,d:,d:,d:,d:,s:h,d:,d:,d:,d:r,d:,d:,d:
s:h,v:,m:,f:,.:,.:c,s:,d:,d:,s:,v:,s:h,d:,d:,d:,d:,d:,d:
s:h,f:,.:,f:a,v:,f:,f:,s:,d:,d:,s:h,d:,d:,d:,d:,d:,d:,d:
s:,f:,f:,f:,f:,f:,.:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:
s:h,v:,m:,.:f,m:,f:,.:f,.:,s:,s:,s:,s:,s:,d:,d:,d:,d:,d:
s:,f:,.:,.:,v:,f:,.:,v:,f:a,.:,.:,.:,f:,s:,s:,s:h,s:h,d:w
f:,.:,f:,.:f,f:,.:c,f:,f:,.:,.:,f:r,.:,.:,m:,.:,m:,v:,s:
.:,.:,.:c,f:r,.:,f:,.:,s:,s:,s:,f:,f:,v:,.:c,f:,.:,f:,s:h
s:h,v:,.:,f:,f:a,s:h,s:,d:,d:,d:,s:,m:,.:,f:,f:,f:,.:,s:
s:h,f:,f:,.:c,c:5,s:,d:,d:w,d:,d:,s:,.:r,.:c,.:f,m:,.:,v:,f:
s:h,m:,.:f,.:,f:a,s:h,d:,d:,s:h,d:,d:,s:,m:,v:,f:,f:,f:a,.:c
s:h,v:,.:,.:,.:,s:,d:,s:,v:,s:h,d:,d:,s:,f:,f:,f:,.:,.:f
.:,.:,.:,f:,v:,s:h,d:,d:w,s:h,d:,d:,d:,d:,s:,.:,m:,c:6,s:
f:,f:,.:c,f:,.:f,f:,s:,d:,d:,d:r,d:w,d:,s:h,d:,s:,s:h,s:,d:
.:,v:,f:,f:,m:,.:,s:,d:r,d:,d:,d:,s:h,v:,s:,d:,d:,d:,d:
s:h,f:,.:,.:,v:,s:h,d:,d:,d:,d:,d:,d:,s:,d:,d:,d:,d:,d:
d:,s:,s:,s:h,s:h,d:,d:,d:,d:,d:,d:r,d:,d:,d:,d:,d:,d:,d:
