s:,s:,s:,s:,d:,s:,.:,m:,.:,.:,.:f,.:,.:,s:,d:,d:
.:,f:,v:,.:f,s:,s:,.:,.:,.:f,.:f,.:,.:,f:,s:,s:,d:
f:,.:c,.:,.:f,.:,.:c,.:,.:,c:3,.:,.:,.:,f:,f:,f:,s:
.:,.:,.:,.:,.:,.:c,.:,.:c,m:,.:,f:r,f:,f:a,m:,m:,s:
s:,s:,m:,f:a,c:8,.:,.:f,.:,.:,.:,.:,f:a,c:5,f:,.:r,.:
s:,s:,.:,m:o,.:,.:,.:,.:,.:,.:,.:f,f:,.:,.:,f:,.:
.:,f:,.:c,.:,.:,m:r,f:,f:a,.:f,f:,m:,f:,.:,f:,.:,m:
m:,.:,f:,.:,.:,.:,f:,.:,c:1,.:f,.:,.:,f:r,.:,s:,s:
f:,f:,m:o,c:9,f:a,m:,f:,f:,.:,m:,.:,.:,s:,f:,.:,f:
f:,.:,.:,.:,m:,f:,.:f,f:,f:,.:c,.:f,f:,.:,v:,.:f,.:
.:,m:,.:,.:,.:,m:,v:,f:,m:,f:,v:,m:o,.:f,.:,.:f,f:r
m:,.:f,.:f,.:,.:,m:,.:,.:f,.:,s:h,.:f,f:,m:,f:,.:,f:
.:,.:,c:11,.:,f:,m:o,f:,m:,f:a,s:,m:,.:,.:f,.:f,f:,f:
.:,.:,.:c,.:,.:,f:,c:0,m:o,.:,s:,s:,f:r,.:,c:4,s:h,m:
.:,m:r,.:,.:,.:,f:a,.:,.:,.:,s:,s:,.:,f:,s:h,.:,.:f
s:,s:,s:,m:,f:,m:,.:c,.:,m:,s:,s:,.:,.:,.:,f:,f:
