s:,s:,.:,s:,s:h,.:,.:,.:,.:,.:,.:r,s:,d:,s:,s:,s:,s:h,d:,d:,s:h,s:,s:,.:r,f:,.:,s:,d:,d:,d:,d:
.:,s:,.:,.:,.:,.:,.:,m:,.:,m:,s:,s:h,s:,.:,.:,.:,v:,s:,s:h,.:c,m:,.:c,.:c,.:c,.:,s:,d:,d:,d:,d:
.:,.:f,.:,.:,.:,v:,.:f,.:,.:,m:,s:,.:f,.:,m:,.:f,f:,.:,s:h,s:h,v:,.:,.:,v:,s:h,s:,d:,d:,d:,d:,d:
.:f,v:,s:h,.:r,.:,.:,.:f,.:c,.:c,v:,.:c,.:,.:c,f:,.:c,f:,.:,s:h,s:h,m:,.:f,s:h,s:h,d:,d:w,d:r,d:,d:,d:,d:
s:h,s:,m:,.:,.:,.:,.:,.:,.:,.:c,.:,.:,v:,.:,.:,v:,s:,s:h,.:,.:f,.:,s:,d:r,d:,d:,d:,d:,d:,d:,d:
d:,d:,s:h,s:h,.:f,.:,.:,.:,.:f,.:,.:,.:c,s:,s:,s:h,s:h,d:,s:,v:,.:c,s:,d:,d:,d:,d:,d:,d:,d:w,d:,d:r
d:,d:,d:,d:,s:,v:,.:,.:r,.:,v:,.:,.:,s:,d:,d:r,d:,d:,s:h,.:,.:c,s:,d:,d:,d:,d:,s:h,s:h,d:,d:,d:
d:,d:,d:,d:,s:h,.:,.:f,.:,.:,.:f,m:,.:c,s:,d:,d:,d:,d:,s:,f:,f:a,s:,d:,d:,d:,s:h,v:,f:,s:h,d:,d:
d:,d:,d:,d:,s:,.:,.:,.:,.:,s:,m:,m:,s:,d:,d:,d:,s:,s:,v:,.:f,.:,s:h,d:,s:,.:,.:f,f:,.:,s:,d:
d:,d:,d:,d:,s:,v:,.:c,.:,.:,.:,s:,s:,d:,s:h,s:h,s:h,.:f,s:h,.:,f:,.:,m:,s:h,s:,.:,.:,.:f,m:,.:,s:
d:,d:,d:,d:,s:h,.:,.:,.:,.:,.:,s:,s:,s:h,.:,v:,.:f,.:f,.:,.:,.:,.:c,v:,s:h,s:,.:f,.:,.:,.:,.:,s:
d:,d:,d:,d:,s:,.:,.:f,.:c,.:,v:,.:,.:r,.:,.:c,.:,.:,.:,v:,.:,.:,f:,.:,s:,s:,s:h,c:4,s:h,.:,.:,f:
d:,d:,d:r,d:,d:,s:h,v:,f:,.:c,.:c,.:,.:,.:,.:,.:,.:,.:c,s:h,s:,f:,f:,.:,s:,s:,.:,.:,f:,.:,f:,.:
d:r,d:,d:,d:,d:,d:,s:,.:,m:,.:,.:f,.:c,c:3,.:,.:c,m:o,.:,s:,s:,f:,v:,.:c,s:,d:,s:,s:,s:h,.:,v:,.:f
d:,d:,d:,s:,s:,s:,s:h,.:,.:,.:,.:f,.:,.:,.:c,.:,.:,m:,s:,s:,f:,.:,f:,s:h,d:,d:,d:,d:r,s:h,s:h,s:h
