d:,d:r,d:,d:,s:,d:,d:,d:,d:,d:r,d:,d:,d:,d:
d:,d:,d:,s:,f:a,s:,d:,d:,s:,s:,s:h,d:,d:,d:
d:,d:,s:,.:,.:,c:2,s:,s:,.:c,c:8,f:,s:,d:,s:
d:,d:,s:,.:,.:,f:a,s:h,d:,s:h,.:,f:,.:c,s:,f:a
d:,s:,f:,.:,.:,f:,s:h,d:,s:,.:,.:,.:,c:5,s:h
d:,s:h,.:f,v:,.:,m:o,v:,s:h,f:,.:c,m:,f:,.:c,f:a
s:,.:,f:,.:,.:,.:f,.:,s:,.:f,v:,.:c,.:,s:,s:
.:c,.:,f:,.:f,.:c,.:f,.:,s:,.:,f:a,.:c,s:,d:,d:
f:,v:,m:o,.:,v:,s:h,s:h,.:,.:c,f:,s:h,d:,d:,d:w
.:,.:f,.:,.:,.:c,.:,s:h,v:,m:,f:r,s:,s:,d:,d:
f:,m:,.:,.:f,.:,f:,s:h,s:h,.:,s:h,s:h,v:,s:,d:
s:h,v:,s:h,.:f,c:3,.:f,s:,d:,s:,d:r,d:,s:,d:,d:
d:,s:,d:,s:h,s:h,s:h,d:,d:,d:,d:,d:,d:,d:,d:
d:,d:,d:r,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:
