d:,d:,d:,d:,d:,d:,s:,d:,s:,s:,s:,s:,s:,.:,.:c,s:h
d:,d:,d:,d:,s:,s:,m:,s:,.:,.:c,.:,m:,.:,.:,v:,s:h
d:,d:,d:,s:,f:,.:,f:,f:,f:,.:,.:,c:8,f:a,.:,s:h,d:
d:,d:,s:,.:c,f:,f:,f:,v:,.:,.:,.:c,.:,.:,m:,f:,s:h
d:,d:,s:,f:a,c:5,f:a,s:,s:,.:f,.:,.:,m:,.:,.:,.:,s:
d:,d:,s:,f:,.:,f:,s:,d:,s:h,s:,s:,.:,f:,.:,.:,.:r
d:,s:,.:,.:,.:,f:,s:,d:,d:,d:,s:,s:h,.:c,v:,.:,s:
d:,s:h,m:,m:,f:,s:,d:,d:r,d:,s:,f:,.:,.:c,.:,s:,d:r
d:,s:,.:c,c:6,m:,s:,d:,d:,d:,d:,s:,f:,.:,.:f,s:,d:
d:,s:,f:a,.:,f:,s:,d:,d:,d:,d:r,s:h,.:,c:3,.:,s:,d:
d:,d:,s:,s:,s:h,d:,d:,d:,d:,d:,s:,.:,.:,.:f,s:,d:
d:,d:,d:r,d:,d:,d:,d:,d:,d:,d:,d:,s:,s:,s:h,s:,s:
d:,d:,d:,d:,d:r,d:,s:,s:h,s:h,d:,d:,d:,d:,s:,v:,.:
d:r,d:,d:,s:,d:,s:,f:,.:,v:,s:h,d:,d:,d:,d:,s:,m:
d:,d:,s:,f:,s:h,v:,.:,.:,.:,s:h,d:,d:,d:,d:,s:,.:
d:,s:,.:,.:,.:,s:,.:f,.:,s:,d:,d:,d:,d:,d:,d:,s:
