m:,.:,.:,.:,f:a,f:,.:,.:f,m:,m:,f:,.:f,.:,.:,f:,.:c
.:,f:,m:,.:,f:,.:c,v:,m:,f:r,f:,v:,s:,.:,f:,v:,.:
s:,f:,m:,v:,.:,m:,f:,.:,f:,f:,m:,s:h,s:,.:f,.:f,.:f
s:,f:,.:c,f:a,m:,m:,.:,f:,f:,.:,.:f,f:,m:r,.:,.:,f:
f:,.:,m:,.:,f:,.:f,v:,.:f,.:,v:,.:f,.:,.:,f:,m:,m:
f:,f:a,f:a,f:,f:,.:,f:,.:,f:,f:,.:f,.:f,.:,.:,f:a,m:
s:,s:,.:,v:,.:f,f:a,f:,.:f,f:,f:,f:r,f:,v:,.:,m:,f:r
.:,f:,m:,f:,.:,.:,v:,f:a,.:f,f:,.:,m:,.:c,.:,.:,f:
.:,.:,m:,f:,f:,.:f,f:,f:a,.:,m:,f:,.:f,s:,s:h,s:h,.:
f:,f:,f:,.:,f:,f:,f:,m:,.:,.:,v:,m:,f:,c:1,.:f,f:
.:c,v:,.:,.:,.:c,.:,.:c,.:,m:o,.:c,m:,.:f,.:f,f:,f:,m:
f:,.:c,s:,.:,f:,v:,f:,.:,f:,.:,.:,f:,f:,m:,.:f,.:
s:,s:,s:,s:h,f:,m:,f:,.:,.:f,f:r,.:f,v:,f:,f:,v:,.:
s:,m:,f:a,f:,.:,m:,f:,f:a,f:,.:,.:f,m:,f:,.:f,s:,.:c
s:,f:,c:5,s:h,m:,v:,f:,.:,v:,.:c,f:,f:,f:,s:h,s:,s:
f:r,f:,f:a,s:,f:,f:,.:,.:,.:,m:,m:,.:,f:,m:,.:,m:r
