.:c,f:,.:,m:,.:c,.:,.:,f:,f:,f:,f:,f:,f:,m:,f:r,f:,f:,.:,.:,.:
m:,v:,s:h,.:,v:,s:,s:,s:,s:,s:,f:r,.:,.:c,s:,s:,s:,s:,s:,s:,f:
m:,f:,s:,s:,f:,.:,s:,s:,s:,s:,s:,m:o,.:,s:h,d:,d:,s:,s:,.:f,.:
.:,f:,s:,s:,f:,s:,s:,.:,.:,m:o,s:,f:a,v:,s:h,d:,s:,f:,m:,f:,.:
f:,s:,d:,d:,s:,d:,s:,f:,c:7,.:,f:,s:h,f:,s:h,s:h,m:o,.:,c:1,.:f,m:
f:,s:,d:,d:,d:r,d:,s:,.:c,.:,.:,s:,f:,f:,f:,f:,.:,.:,f:,.:f,m:
f:,f:,s:,d:,d:,d:,d:,s:,s:,s:h,.:,f:,c:5,f:a,f:,.:,f:,.:,s:h,.:
.:,s:h,d:,d:,d:r,d:,d:,d:,d:,s:,f:,f:,.:,f:a,s:,f:r,f:,s:,f:,.:
f:,v:,s:h,d:,d:,d:,d:,d:,d:,s:,f:r,s:h,s:,s:,s:,f:,f:,.:,f:a,.:
m:,s:,d:,d:,d:,d:,d:,d:,d:,d:,s:,d:,s:,f:,v:,.:,.:,v:,f:,f:
f:r,s:,s:,s:,d:,d:,d:,d:r,d:,d:,d:,d:,s:,.:c,f:a,.:,f:,s:h,.:,.:
f:,.:f,.:,m:,s:,d:,d:,d:,d:,d:,d:,s:,f:,.:,f:,s:,s:,d:,s:,.:r
f:,m:o,c:9,.:,s:h,s:,s:,s:,d:,d:,d:,s:,f:,c:4,s:h,s:,s:,s:,s:,m:
f:r,f:,.:,.:,s:,.:c,.:,.:f,s:,d:,d:,s:,.:,s:h,.:,s:,m:,.:,.:c,.:
f:,.:f,m:,.:r,.:f,f:a,c:3,.:,s:h,s:,d:,d:,s:h,.:,.:f,s:,m:,c:8,.:,.:
.:,v:,s:h,s:,.:,c:0,.:,.:,s:,v:,s:h,d:,s:,v:,s:h,s:h,f:a,.:,.:,.:
.:,s:,s:,m:,.:c,m:o,f:a,m:,s:,s:h,d:,s:,f:,.:,s:,d:,s:,s:h,s:,.:c
f:,s:h,d:,s:,s:,m:,.:,s:h,s:,.:,s:h,f:,f:,s:h,d:,d:,d:,d:,s:,.:
.:,v:,s:,s:,s:,s:h,v:,s:,s:,.:c,v:,m:o,.:,v:,s:h,s:,s:,s:,v:,.:
.:,f:,f:,m:,.:,m:,f:,f:,f:,f:,.:f,.:,.:f,.:,.:,.:,f:,.:c,.:,.:
