d:,d:,d:,d:,d:,s:h,s:,s:h,d:,d:,d:,d:,d:,d:
d:,d:,d:,d:,s:h,.:,.:c,.:,s:,d:,d:,d:,d:r,d:
d:,d:,s:,s:h,s:,v:,f:,.:,s:,s:,s:,d:,d:,d:
d:,s:,v:,.:c,m:,f:,.:,f:,.:,.:,.:f,s:,d:,d:
d:,s:h,f:,.:f,.:,m:,f:,.:,.:,v:,.:c,s:,d:r,d:
s:,s:,m:,.:c,.:c,.:f,.:,f:,.:c,.:c,f:a,s:h,d:,d:
.:,.:,.:,v:,f:,.:,v:,.:,.:,m:,f:,s:h,d:,d:
.:,.:r,.:,.:c,f:,f:,.:,m:,.:,.:,.:,s:,s:,s:
.:,.:,.:,s:,.:,.:,.:,.:,.:,.:,s:h,f:,.:,.:
s:,s:,s:,d:,s:h,c:8,.:,.:,.:c,v:,s:,f:a,f:a,.:f
d:,d:,d:,d:,s:h,.:c,.:c,.:,.:,s:h,s:,.:f,c:11,f:
d:,d:,d:,d:,s:,.:,.:,.:,s:h,d:,d:,s:,s:,s:
d:,d:,d:r,d:,s:,.:f,v:,.:,s:,d:,d:,d:,d:,d:
d:,d:,d:,d:,d:r,s:,s:,s:,d:,d:,d:,d:,d:,d:
