d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,d:
d:,d:,d:,s:,s:,s:,d:,d:,d:,s:,d:,s:,s:,s:h,s:,d:,d:,d:,d:,d:w
d:,d:r,s:,.:,.:,v:,s:,s:,s:,v:,s:h,f:,f:,c:1,.:f,s:,s:h,s:h,d:,d:
d:,d:,s:,f:a,f:,.:,.:,f:,s:,s:h,s:,f:,f:,.:f,s:h,.:,f:,v:,s:,d:
d:,d:,s:,f:,.:r,.:,.:,f:,s:,d:r,s:h,.:f,m:,m:,.:f,m:o,m:,f:,s:,d:
d:,d:,d:,s:,m:,f:,m:,.:f,s:h,d:,s:h,s:,.:f,.:,v:,.:f,m:,.:,s:,d:
d:,d:,d:,s:h,c:9,m:o,.:,f:,s:,s:h,v:,f:,.:,.:c,.:f,.:f,f:,s:,s:,s:
d:,d:,d:r,d:,s:h,f:,.:,v:,f:,f:,f:a,.:,f:,m:,m:,f:,f:,f:,v:,.:f
d:,d:,d:,s:h,s:h,.:,m:,.:f,f:,m:r,f:,.:f,f:,v:,f:,.:,.:c,.:f,f:,m:
d:,d:,s:,.:,.:,.:,.:,.:f,.:,f:a,m:,f:,f:,.:f,s:h,f:,.:c,.:f,f:,f:r
d:,d:,s:,m:,f:a,f:,.:,v:,f:a,f:,v:,.:,.:,m:,s:,s:,s:,s:,s:,s:
d:,d:,s:h,.:,v:,m:,f:,.:,.:f,m:,.:,f:a,m:,.:,s:,d:,d:,s:h,d:,d:
d:,d:,d:,s:h,.:,f:,.:,m:,m:,m:o,.:,.:,.:,.:,s:,d:,s:,v:,s:h,d:
d:,d:,d:r,s:h,f:,.:,m:,.:,.:,.:,v:,m:,.:,v:,.:,s:,d:,s:,d:w,d:
d:,s:,s:,s:h,v:,.:,f:,m:,f:,m:,.:c,.:c,.:f,m:,f:,s:,s:,s:,s:h,d:
s:h,f:,f:,f:,.:,.:,f:,v:,m:,.:,.:,f:,.:r,f:,m:,s:h,.:,f:,f:,s:
s:,m:,f:,.:f,m:,f:,.:,m:,.:,.:,s:,s:h,s:,s:,s:,s:,f:,m:,m:,s:h
s:,f:,c:2,.:,s:,.:f,s:,s:h,s:,s:,s:h,v:,s:h,d:,d:,s:,.:f,c:6,.:c,s:
d:,s:,f:a,f:a,s:r,s:,d:,d:r,d:,d:,d:,s:h,d:,d:,d:,d:,s:,s:h,s:h,d:
d:,d:,s:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:
