d:,s:,f:,.:f,.:,s:,s:,s:h,s:,d:,d:,d:,d:,d:,d:,d:
d:r,s:,.:f,.:f,f:,s:h,.:,f:a,c:4,s:,d:,d:,d:,s:,s:,s:
d:,s:,m:,m:,c:1,s:,.:,f:,f:a,s:h,s:,d:,s:,.:,f:a,m:o
d:,d:,s:h,s:h,s:,.:f,.:,.:f,.:,s:,.:f,s:h,.:,f:,c:2,f:
d:,d:,d:,d:,d:,s:,f:,v:,.:,.:,.:,c:11,.:c,.:,.:,f:a
d:,d:,d:,s:,s:h,s:,f:a,.:f,m:o,f:,.:c,.:f,.:,.:,.:f,.:
d:,d:,s:h,c:9,f:a,f:,.:,.:,m:,.:f,f:,.:f,.:,m:,v:,m:
d:,d:,s:h,m:,m:o,m:,f:,m:r,.:,v:,.:f,s:,.:,.:,.:,.:f
d:,d:,d:,s:h,.:,.:f,.:,m:,.:,.:c,.:,s:,s:h,s:,s:,s:
d:,d:,d:,s:,.:,v:,m:,.:,.:,m:,.:,s:,d:,d:,d:,d:
d:,d:,d:,s:h,f:,.:c,f:a,.:r,f:a,v:,.:,s:,d:,d:,d:,d:
d:,d:,d:,s:,f:r,m:,f:,s:h,s:,s:,s:h,d:,d:,d:r,d:,d:
d:,s:h,s:,.:,m:,m:,s:,d:,d:,s:,s:,s:,d:,d:,d:,d:
s:h,c:0,m:,f:r,f:a,c:5,s:,d:,s:,.:,m:o,c:8,s:,d:,d:,d:
m:o,m:,.:f,.:,f:a,.:,s:,d:,s:,.:,.:c,.:,s:,d:r,d:,d:
s:,.:,m:,.:,s:,s:h,d:,d:,s:,m:,.:,.:,s:,d:,d:,d:
