d:,d:,s:,s:,s:,f:a,.:,.:,s:,d:,d:,d:,d:,s:h,f:,f:,.:,s:,d:,d:
d:,s:,f:,f:,m:,.:,m:,.:,s:,d:r,d:,d:,d:,s:,f:a,f:,f:,s:,d:,d:
s:,s:,m:,v:,.:c,.:,.:f,.:,s:,s:h,s:,s:,s:,s:,v:,.:,f:r,s:,d:,d:
f:,f:,m:o,f:,f:a,s:h,s:,s:,s:,.:f,.:r,.:,.:,.:,.:f,m:,s:h,d:,d:,d:
f:,f:,.:,s:,s:h,s:,d:,s:,v:,f:,f:,f:,.:,f:,f:,.:,s:,d:,d:,d:
.:r,f:,.:,.:,v:,f:,s:,s:,.:,m:,f:,.:,f:a,c:5,f:,m:,s:,d:,d:r,d:
s:,s:,s:,.:,.:,f:,s:,s:,f:,.:c,f:,f:,f:,f:,f:a,.:,s:,d:,d:,d:
d:,d:,s:,m:,.:,.:,f:,v:,.:,s:,s:,f:,.:f,f:,f:,f:,s:,d:,d:,d:
d:,d:,d:,s:,s:,s:,f:,.:f,m:,s:h,d:,s:,s:,s:,s:,s:,d:,s:,d:,d:
d:,d:,d:,d:,d:,s:,.:,f:,f:,s:,d:r,s:,s:,s:,d:,d:,s:,v:,s:,d:
d:,d:,s:,s:,s:,d:,s:,s:,s:h,d:,s:h,f:,.:,v:,s:,d:,d:,s:h,d:,d:w
d:,s:,.:,f:a,f:,s:,d:,s:,v:,s:h,s:,.:,.:,f:,s:,d:,d:,d:,d:,d:
d:,s:,m:,.:c,v:,s:h,d:,d:,s:h,d:,s:,.:,.:f,f:,s:h,d:,d:w,s:h,d:,d:
d:,s:,m:,f:,.:,s:h,d:,d:,d:,d:,s:,m:,v:,.:,s:,d:,s:,v:,s:,d:
d:,d:,s:h,s:h,s:,d:,d:,d:,d:,d:,s:h,m:o,f:,m:,s:h,s:,s:h,s:,d:,d:
d:,d:r,d:,d:r,d:,d:,d:,d:,d:,d:,d:r,s:,f:,.:f,.:c,f:,m:o,f:,s:,d:
d:,d:,d:,d:,d:w,s:,s:h,s:,d:,d:,d:,s:,v:,m:,f:,m:o,f:,f:,s:,d:
d:,d:,d:,d:w,s:h,v:,.:,.:,s:,d:,d:,s:,f:,f:,f:,c:0,m:,f:,s:,d:
d:,d:,d:,d:,s:,m:,.:f,m:,s:,d:,d:,s:,m:,f:,.:,.:f,m:,.:,s:,d:
d:,d:,d:,d:r,s:,m:r,m:,f:,s:,d:,d:,s:,f:,.:,.:,.:,m:,f:,s:,d:
