.:,f:,.:,f:,f:,.:,.:,m:,m:,.:,.:,f:,.:,.:,f:,f:,.:,.:,.:c,.:
m:o,v:,f:,s:,s:,s:,s:h,f:,m:o,.:c,s:,s:,s:,s:h,.:,f:,.:c,.:,v:,.:
.:,s:,s:,s:,d:,d:,s:,f:,c:0,f:,s:,d:,d:,s:,.:c,c:3,.:,s:,.:,.:f
.:,f:r,m:,f:,s:,d:,s:,.:,.:,m:,s:,d:,d:,s:h,m:,f:,m:o,s:,s:,.:f
f:,.:,m:o,.:,s:h,d:,d:,s:,s:,m:,s:,d:,d:r,d:,s:,s:,s:,.:,s:,f:r
.:,.:c,c:7,.:c,f:,s:,d:r,s:,s:,.:,s:,s:h,d:,s:,f:,f:,.:,.:,s:,.:
.:c,s:h,c:4,.:c,s:,d:,s:,.:,s:,.:,f:,m:,s:,s:,s:h,.:f,c:6,m:,f:,m:
.:,f:,s:h,m:,s:,s:,v:,f:,s:,f:,c:2,.:,s:h,v:,s:h,.:f,f:,f:,s:,.:
m:,.:,f:,.:c,s:h,d:w,s:h,s:h,s:,f:a,.:,f:a,s:,s:,d:,s:,.:,s:,m:,f:
.:c,s:h,v:,f:,.:,s:,d:,d:,s:,.:,s:,s:,s:,m:,s:,d:,s:,f:,f:,f:
.:,.:c,.:f,f:,s:h,s:,d:,s:,d:,s:h,d:w,s:,.:,s:,d:,s:,m:o,.:,.:,.:
.:,s:,s:,s:h,s:h,v:,s:,f:,s:h,s:h,d:,s:h,v:,.:,s:,f:r,f:,v:,f:,.:r
m:r,s:,d:,d:,d:,s:,d:,s:h,s:h,v:,s:h,s:h,m:,.:,s:,m:,s:,.:,s:,f:a
.:,s:,d:,d:,d:,d:,d:r,d:,s:h,.:,s:,s:,f:r,f:,f:,f:,s:,s:,s:,.:
f:,s:h,d:,s:,d:,s:,d:,s:,f:a,f:,f:,s:h,s:,.:,.:c,.:,.:f,s:,s:,f:
f:r,s:,s:,.:,s:h,m:,s:,m:,m:o,c:9,f:,f:,v:,f:a,f:a,c:5,f:,s:,s:,f:
f:,s:,s:h,v:,m:,s:h,d:,s:,m:,f:a,m:,.:,f:,s:,f:a,f:,f:,f:,s:h,.:f
.:,s:,s:,.:,s:,.:,s:,d:,s:h,s:,s:,.:,.:,m:,s:h,s:h,f:,s:h,v:,m:
m:,.:,s:,f:,s:,.:f,s:,s:,s:,s:,s:,s:,s:,s:,s:,s:,s:,s:,s:,.:
.:,f:,f:,.:,m:,m:,.:,f:,f:,m:,.:r,.:,.:,.:,.:,f:,.:,f:,f:,.:
