.:,m:,.:,.:,s:h,s:,m:,f:,f:a,.:,f:,f:a,s:h,.:,m:,.:,m:,s:h,s:,.:,f:,.:,.:,.:,f:,m:,.:f,.:,s:,m:
.:,.:,f:,v:,s:,s:,.:,f:,v:,.:,s:h,v:,s:h,m:,.:r,f:,.:,v:,.:,.:,f:,v:,s:,m:,s:,s:h,v:,m:,s:h,f:
.:,.:,m:,f:,.:,f:,.:,f:,f:a,s:,s:,.:,.:,m:o,m:,.:,.:,.:,m:,f:,.:,f:,.:,.:,.:,.:,f:a,.:f,.:f,.:
.:,.:,m:,.:,m:,.:,.:,f:,.:,f:a,s:,f:,f:,.:,v:,.:f,.:,f:,f:,f:,m:,f:,f:,.:,.:,m:,.:,f:,m:,.:
.:f,.:,v:,f:,.:,.:,v:,m:,.:,.:f,c:2,.:,m:,.:,f:,.:,f:,.:,.:f,.:,f:r,.:,.:f,.:,m:,.:,.:,.:,.:,.:
.:,f:a,.:f,.:,.:,.:,s:,m:,.:,.:,f:a,f:,.:,.:r,f:,.:,.:,f:,v:,.:,m:o,s:,.:,f:,f:,m:,.:,f:,.:,.:
f:,.:,m:,.:,.:,s:h,s:,.:,m:,m:,.:f,.:,.:,.:,.:,.:,.:,f:,f:,f:a,.:,s:h,v:,f:a,f:,v:,.:f,.:,v:,.:
.:,.:,m:,.:,m:,.:,.:,v:,m:,.:,.:,v:,f:,m:,f:,.:,.:f,f:,f:,.:,.:f,.:,f:,.:,m:,.:,.:f,.:f,s:,.:
.:,m:o,m:,.:f,.:,.:,m:,s:,f:a,.:,.:,f:a,.:,f:,.:r,.:,v:,.:,f:a,v:,.:f,f:,.:f,.:f,.:,m:,f:r,s:,s:,.:
.:f,v:,.:,.:,v:,.:,f:r,s:,.:,f:,.:f,f:,.:,m:,m:,s:,s:h,s:,.:,m:,f:,m:r,f:,v:,.:,.:,.:,f:,.:f,m:
f:,.:,.:,f:a,f:a,.:,.:,s:,.:,v:,.:,f:,v:,m:,f:,.:,.:,.:,m:,.:,m:,.:,.:,f:,.:,f:,.:r,f:,v:,m:
f:,.:,m:o,.:f,f:,s:h,m:,.:,m:,s:,m:,s:h,s:h,f:,m:,f:,f:,v:,.:,m:,s:,m:,.:,m:,f:,m:,f:,f:,.:,m:
.:,v:,s:h,.:,v:,f:,f:,.:,f:,s:,s:,d:,s:,.:,s:h,s:,m:,m:,.:f,m:,s:,s:h,.:,v:,.:,.:,.:,.:,f:,.:
.:,s:h,s:h,f:,.:,.:f,f:,v:,.:,.:,s:,s:h,d:,s:,d:,s:h,.:,.:,.:,.:,v:,f:,m:,.:f,.:,.:,f:,.:,.:,.:
.:,.:,.:,.:,m:,.:,f:,.:,s:,s:,s:,m:,s:,s:,s:,.:,m:,.:,.:,.:,f:,m:,.:f,f:,f:,.:,.:r,.:,v:,.:
.:,m:,m:,v:,.:,f:,f:,.:f,s:h,.:,s:,f:,v:,.:,.:,m:,v:,.:,.:,f:,.:,f:a,.:,.:,f:,.:,.:,m:,.:,m:
.:,.:r,s:,s:h,.:,.:,.:,f:,v:,.:,.:f,f:a,m:,.:,.:,f:,.:,.:,s:,.:,v:,f:,.:,.:,.:,.:,m:,m:r,m:,m:
f:,.:,f:,s:,s:,.:,.:,.:,f:,.:c,.:,f:,.:,s:,.:,.:,.:,.:c,s:,m:,.:,.:,.:,.:,v:,.:,s:,m:,.:,.:r
