.:,.:,.:f,.:f,f:,.:,.:f,f:,m:,m:,.:,m:,s:h,f:,f:,s:h,f:,m:,f:,f:
.:,.:,.:,c:1,.:,.:f,v:,s:h,s:h,f:,.:f,.:,f:,.:c,f:,s:h,.:,.:,.:,.:f
f:,f:,s:h,s:h,f:,f:,f:,.:f,.:,v:,m:,f:,.:,.:,v:,.:c,.:,s:h,c:4,.:c
.:,m:,.:f,f:,m:,.:c,m:,.:,m:,.:,f:,m:,f:,.:,.:,.:,s:,.:f,s:h,.:
f:,.:,.:r,.:,f:,.:,.:f,.:,f:,.:,f:,.:,f:,.:,.:,f:,.:c,f:a,s:,s:
.:c,f:,.:,f:,m:,v:,.:,.:,f:,m:,f:,m:o,.:,f:,m:,f:,f:a,v:,s:h,s:h
f:,v:,f:a,.:,.:,.:f,.:c,m:,.:,.:,f:r,.:f,c:9,m:,f:r,f:,m:,f:,f:,.:
s:,.:,.:,.:,f:,.:,.:,.:f,v:,.:,m:,f:,.:,m:,m:,m:,.:,.:,f:,s:h
f:,.:,f:,.:f,c:6,.:,m:r,m:,f:,m:,m:,.:,.:,.:,f:,.:f,.:,f:a,c:2,f:a
.:c,v:,.:,m:,m:,.:f,s:,.:,m:,f:,m:,f:,.:r,m:,v:,.:,s:,s:,m:,.:
.:,m:,.:,m:,.:,.:,.:,.:,m:o,f:,m:o,f:,f:a,f:,.:f,f:,.:,s:,m:,.:
f:,.:,f:,f:,f:a,v:,f:,f:,m:,.:f,v:,.:,s:,f:,f:,.:,.:,m:,f:,.:
f:,v:,.:,f:,f:,.:c,.:,.:,.:,m:,f:,f:,.:,v:,m:,f:,v:,.:,.:,.:
.:c,.:f,.:,.:f,.:,.:,.:,.:r,.:,.:,.:,.:r,.:,.:,.:c,.:c,f:,m:,.:,.:r
s:,.:r,s:h,.:r,.:,.:,.:,.:,.:,.:,.:f,.:c,.:,.:f,.:,.:c,.:,f:,.:f,.:
.:f,s:,d:,s:,.:,.:f,.:,v:,.:,.:,.:f,v:,.:,f:,v:,f:,f:,v:,f:,f:
s:,c:11,s:h,m:,v:,.:,.:,m:,f:,.:,.:,.:c,f:,.:,f:,f:,f:,f:,m:,.:
s:h,.:c,.:f,.:,f:,.:c,.:,.:,f:,m:,.:,s:,.:,.:f,.:,f:a,f:,.:f,f:,f:
s:,f:,.:,.:,.:,.:r,.:,s:,c:3,.:c,.:,m:,v:,f:,.:,f:,c:5,f:a,m:,f:
.:,.:,.:,.:,.:,.:,.:,s:h,.:c,.:,.:,.:,.:f,.:f,.:,.:,.:,f:,.:,.:
