d:,d:,s:,s:,s:,d:,d:,s:,s:,s:,.:,.:f,.:,s:,d:,d:,d:,d:
d:w,s:,.:,.:,.:,s:,s:,.:,.:,m:o,.:f,.:c,v:,s:h,d:,d:,d:,d:
d:,s:h,.:,f:,.:,s:,s:,f:,.:,v:,.:f,f:,.:c,s:,d:,d:,d:r,d:
d:,s:,v:,.:f,f:,s:,s:,.:,.:,.:f,.:,s:,s:,d:w,s:,s:h,s:h,d:
d:r,d:,s:,s:h,s:,d:,d:,s:h,s:,s:,s:,s:,s:,s:h,.:,.:,c:3,s:
d:,d:,d:,d:,d:w,d:,s:,.:,.:,m:o,s:h,.:c,m:,.:,.:,.:,.:c,s:h
d:,d:,d:,d:,d:,d:,s:h,f:,m:,.:,.:,f:,.:,v:,.:f,.:,m:,s:h
d:,d:,d:,d:,d:,s:,.:r,.:f,v:,m:,.:c,.:,.:f,.:c,.:,.:,.:,s:
d:,d:w,s:,d:,s:,f:,f:a,.:f,.:,.:,.:,f:,.:,.:r,.:f,m:,.:,s:
d:,s:h,v:,s:h,s:,m:,f:a,m:,.:,.:,.:,v:,s:h,s:h,f:,v:,.:,s:
d:,d:,s:,d:,s:,.:,v:,f:,f:r,f:,.:,.:f,s:,s:,m:,.:f,.:c,s:
d:,d:,d:,d:,s:,f:,.:,.:f,.:f,f:,.:f,.:f,.:,f:,f:,s:,s:,d:
d:w,d:,s:,s:,.:,.:,.:,.:,.:,v:,.:,s:h,v:,.:,m:,s:,d:r,d:
d:r,s:,f:,.:,.:,.:,.:r,f:,.:c,.:c,.:,s:h,.:c,.:c,.:c,s:,d:,d:
d:,s:h,c:8,f:a,.:,.:,f:,.:f,f:,m:,m:,s:,s:,s:,s:,d:,d:,d:
d:,s:h,.:c,.:,m:,.:c,v:,.:,s:,s:,s:,d:,d:,d:,d:,d:,d:,d:
d:,d:,s:h,s:,s:,.:,.:,.:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:
d:,d:,d:r,d:,s:,.:,f:,.:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:
