f:,.:,.:,f:r,.:,.:,.:,.:,.:,f:,.:r,.:,.:,f:
.:,s:,s:,f:,s:,s:,s:,s:,.:,f:,.:c,.:c,.:,.:
f:,s:h,s:,.:,s:,s:h,.:,s:,s:,f:,s:,v:,.:,.:
f:,.:,s:,v:,s:,d:,s:,v:,s:h,s:,s:h,s:h,f:,.:
.:r,.:c,s:h,f:,s:,s:,s:,s:,s:,.:,.:f,.:f,s:,.:
.:,m:,s:,s:,s:,f:,.:c,.:,s:,.:,c:8,.:,.:,.:
.:,.:,f:,.:c,.:,.:,c:7,f:,s:,.:,.:,.:,.:,f:
.:f,f:,c:11,.:f,.:,.:,m:o,.:c,.:c,s:,s:,s:,s:h,.:
.:,.:,.:c,.:f,s:,.:,f:,c:1,f:,s:h,d:,s:,v:,.:
.:,.:,s:,s:,d:,s:,.:f,f:,.:f,.:,s:,d:,s:,m:
.:,s:,d:,d:,s:,f:,s:,s:,s:,s:,d:,d:,s:,m:
m:,s:,d:,d:,d:,s:,s:h,d:w,d:,d:,d:,s:h,s:h,.:
.:,s:,s:,s:,s:,s:,v:,s:,s:h,s:,s:,v:,f:,.:
.:,m:,.:,.:r,f:,.:,f:,.:,.:r,.:,f:,f:,.:f,f:
