d:w,d:,s:,s:,s:,d:,d:,d:,d:,d:,d:,d:r,d:,s:,s:,d:,d:,d:,d:,d:,d:,s:,s:,s:,d:,d:,d:,d:,d:,d:
d:,s:,.:,f:,.:,s:h,d:,d:,d:,d:,d:,d:,s:h,.:,m:,s:,d:,d:,d:,d:,s:,f:r,m:,m:,s:h,s:h,d:,d:,d:,d:
s:h,v:,f:,f:,f:,f:,s:,d:,d:,d:,d:,s:,v:,.:c,.:,f:,s:,d:,d:,s:,f:,f:,f:,.:,.:f,v:,s:h,d:,d:,d:
.:,.:,f:,.:,.:,v:,s:,d:,d:,d:,d:,s:h,f:a,m:,f:a,m:,.:,s:,d:r,s:,.:,v:,.:,.:,f:a,.:,s:,d:,d:,d:
f:,f:r,.:,.:c,.:,.:f,.:f,s:,d:,d:,d:,s:h,.:,m:,m:,v:,.:f,.:,s:,s:,f:,.:,f:,.:,.:,.:,s:,d:,d:,d:
m:,f:,.:,.:,f:,.:,f:,s:,d:,d:,s:h,v:,f:a,f:a,f:a,f:,.:,.:,.:,s:,s:,s:,s:,s:,s:,s:,d:,d:,d:,d:
s:,m:,.:,.:f,.:c,m:,c:6,s:h,d:,s:,f:,.:c,.:,f:,f:,f:,.:,.:c,m:,s:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,d:
d:,s:,f:,v:,.:,f:,s:h,d:,d:,s:,f:,.:r,m:,.:f,v:,.:c,m:,v:,.:,m:,s:,s:h,s:,d:,d:w,d:,d:w,d:,d:,d:r
d:,s:h,.:c,m:,f:,f:,s:,d:r,d:,s:,.:,.:,f:a,.:,m:,m:,f:,.:c,f:,.:,.:,f:,v:,s:h,s:,s:,s:h,s:h,d:,d:
d:,s:h,.:,.:,.:,.:,s:,d:,d:,s:,m:,v:,f:,m:,.:c,m:,f:,m:,f:,.:,.:c,f:,.:f,f:a,.:,f:,.:,v:,s:,d:
s:,m:r,m:,v:,.:c,.:f,.:c,s:,s:,f:,.:,.:c,.:f,s:h,s:,v:,.:,.:,.:,v:,f:a,m:,m:,.:,f:,.:,f:,.:,.:,s:
s:h,m:,m:,.:c,f:,f:,.:,.:,.:,f:a,.:f,.:f,s:,d:,s:h,m:,.:,m:,m:,f:,f:,f:,.:f,.:f,f:,.:,.:f,f:,f:,s:
d:r,s:h,.:c,m:,.:f,.:,v:,f:a,.:,f:,v:,s:h,d:,d:,d:,s:h,.:,f:,.:c,f:a,f:,.:f,f:,.:,m:,.:r,m:,v:,.:,s:h
d:,s:h,v:,.:,.:,m:,f:,f:,.:f,.:,s:,d:,d:,d:,d:,d:,s:h,v:,.:,m:,v:,.:,.:,v:,.:,f:,.:,f:a,f:a,s:
d:,d:,s:,m:o,.:c,.:,m:,f:,f:a,f:,s:,d:,d:,d:,d:,d:,s:h,m:,.:,f:,.:,.:,.:,.:,f:,f:,.:r,f:,.:r,s:
d:,d:,d:,s:,f:,v:,.:,f:a,v:,f:,f:,s:,d:,d:,d:,d:w,s:,f:,f:,m:,f:,.:,f:,f:,f:,.:f,f:,.:,f:,s:
d:,d:,d:,d:,s:,s:,m:,.:f,f:,f:,f:,s:,d:,d:,d:r,d:,d:r,s:h,v:,f:,.:,.:,v:,.:,.:,f:a,v:,.:c,f:,s:
d:w,d:,d:,d:w,d:,d:,s:h,f:r,m:,.:,.:,f:,s:,d:,d:,d:,d:,d:,s:,f:,.:,.:,f:,f:,f:,f:,f:,f:,.:,.:
d:,d:,s:h,s:,d:,d:,s:,m:,.:c,.:,m:,f:,s:,d:,s:h,d:,d:,d:,s:,f:r,.:,.:f,m:,.:,.:,f:,f:,.:r,.:f,.:
d:w,s:h,v:,f:,s:,s:,f:,v:,.:c,f:a,v:,f:a,s:,s:h,v:,s:,d:,d:,s:h,f:,.:f,.:f,f:a,m:,.:r,.:c,.:c,.:,f:,s:
s:,m:,f:,f:a,.:,f:a,.:,m:,.:,.:c,m:,f:,s:h,d:,s:h,d:,d:,s:h,v:,f:,f:,.:f,.:,.:,.:,m:,v:,f:,.:,s:
s:,f:a,m:,.:r,f:,.:,.:,.:,.:c,.:f,.:,.:,s:,d:w,d:,d:,s:,f:,.:,.:,.:,v:,.:,f:a,s:,s:,.:,.:,.:,s:
d:,s:,.:,.:,f:,.:,f:,f:,v:,f:,.:,s:,d:,d:,d:,d:,s:h,.:,.:,.:,.:,.:,.:,s:,d:,d:,s:,s:,s:,d:
