d:,d:,d:,s:,d:,d:,d:,d:,d:,d:,d:,d:,s:,.:,s:,d:
d:,s:,s:h,v:,s:,d:,d:,d:,d:,d:w,s:,s:h,.:,.:,m:,s:
s:,.:r,.:,.:c,s:h,d:,d:,d:,d:,s:,.:,.:f,f:,.:,v:,s:
s:,.:,.:c,.:,s:,d:,d:,d:,d:,s:,.:,c:3,m:,.:f,s:h,d:
.:,.:,.:c,v:,s:,d:,d:,d:,d:,s:,.:,.:f,.:,.:r,s:h,d:
s:,.:,.:,.:c,s:,d:,s:,s:,s:,s:h,s:,.:c,.:,f:,s:,d:
s:,.:r,.:,.:f,.:,s:,.:,.:,.:,.:,.:r,.:f,v:,s:,d:,d:
.:,.:,.:c,c:8,.:,.:,m:,f:,.:,.:,m:,.:f,m:,s:,d:,d:
f:r,f:,.:,.:f,.:,f:,.:,v:,m:,m:,.:,f:,s:,d:w,d:,d:
s:,.:,.:,.:,.:,.:r,m:,.:,.:,f:,v:,s:h,d:,d:,d:,d:
d:,s:,s:,s:h,.:,.:,.:c,.:f,.:,.:f,s:,s:,s:,d:,d:,d:
d:,d:,d:,s:h,v:,f:,.:c,c:1,f:,s:,s:,.:,.:,s:,d:,d:
d:,d:,s:,m:,f:,.:f,f:,.:c,.:f,s:,f:a,.:,.:,.:f,s:h,s:
d:,s:,m:,f:,f:,.:c,.:f,f:,s:,s:,m:,c:2,.:,m:,v:,.:
s:,m:,f:,v:,f:,.:,v:,s:h,d:,s:,m:,f:a,.:,.:,m:,.:
s:,.:,.:,.:,.:,s:h,s:,d:,d:,d:,s:h,s:,s:,s:,.:r,s:
