f:a,.:,.:,.:,.:,.:,.:,f:,f:,.:,.:r,.:,f:,.:
.:,c:8,.:c,s:,s:h,f:,.:,.:,f:,f:,f:,f:,f:,f:
.:,s:h,s:,d:,s:,.:f,f:,.:,s:,s:h,f:,f:a,f:,m:
.:,.:,s:,s:h,v:,f:,.:,v:,.:,f:,v:,.:,f:,f:r
.:,.:f,.:,s:,f:,m:,.:,f:,.:c,.:f,.:c,f:a,m:,f:
f:,v:,f:,.:r,.:,f:,f:,f:,.:,f:,.:c,.:,.:,.:
.:,f:,f:,s:,s:,s:,f:,f:,f:,v:,m:,.:,f:,f:
f:,f:,f:,f:a,c:5,s:h,f:,m:,.:,f:,.:,.:,.:c,.:
.:,.:,f:,f:,f:a,f:,f:,f:,.:,.:,.:,f:,v:,f:
.:,v:,.:f,s:,s:,.:,.:,.:,.:,.:r,.:,f:,.:,.:
.:,m:,f:,.:,s:,s:,f:,f:,f:,f:,f:,f:,f:,m:
.:,.:,f:,.:c,s:,.:,f:,v:,.:,s:,s:,f:,f:a,f:
f:,m:,s:h,c:4,s:h,s:,.:,.:,f:,.:,f:,c:7,m:o,.:
f:r,.:,.:,.:f,f:,.:,.:,.:c,m:,f:,.:,f:,f:,.:
