d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:w,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:
d:,d:r,s:h,s:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,d:,d:
d:,s:h,.:,.:,f:,s:h,d:,d:,d:,d:w,s:,s:,d:,d:w,d:,s:h,v:,s:,d:,d:,d:,d:,d:,d:,d:,s:,d:,d:,d:,d:
s:,m:,v:,f:,f:,v:,s:h,d:,d:,s:,m:o,v:,s:,d:,d:,d:w,s:,d:,s:,s:h,d:,d:,d:,d:,s:h,v:,s:,d:,d:,d:
s:h,f:,m:,.:,f:,m:,s:,d:w,d:,s:,m:,f:a,s:h,d:,d:r,d:,s:h,s:,.:,f:a,s:h,d:,d:w,d:,d:w,s:,d:w,d:,d:,d:
s:h,m:,f:,f:,f:,.:,f:,s:,s:h,.:c,m:o,.:,s:,d:,d:,s:,f:,f:,f:,f:,c:0,s:h,d:,d:,d:,d:,d:,d:r,d:,d:
s:,.:f,v:,m:,m:,f:,m:,f:,m:,v:,.:f,f:r,s:,d:,s:,f:,.:c,v:,f:,.:c,.:,m:o,s:,s:,s:,s:,s:,d:,d:,d:w
d:,s:,f:,f:,f:,v:,m:,.:c,f:,m:o,f:a,s:,d:,s:h,.:,.:c,f:,f:,m:,f:,.:,.:,f:,f:,v:,f:,f:,s:h,d:,d:
d:,s:,f:,m:,.:f,m:,f:,f:,.:,m:,s:,d:,s:h,f:a,f:,f:,m:,f:,.:,.:,m:,f:,f:,.:,.:,m:,m:,v:,s:,d:r
d:,s:,.:,.:,m:o,f:a,f:,m:,.:r,s:,d:,d:r,s:h,v:,.:,f:a,v:,.:f,.:,.:f,v:,s:,s:,s:,s:h,f:,f:,.:,f:,s:
s:h,v:,.:,f:a,v:,.:c,m:,.:c,m:,s:,d:,d:,s:,.:,.:,s:h,s:h,s:,s:,s:h,s:,d:,d:,d:,d:,s:,.:,m:,f:r,s:
s:h,.:,.:,.:,.:f,m:,.:c,v:,f:,.:,s:,d:,d:,s:,s:,d:,d:,d:,s:,s:h,s:,s:,s:h,s:,d:,d:w,s:,s:h,s:h,d:
d:,s:,.:,.:,.:,m:,f:,.:c,f:,.:,f:,s:h,d:,s:,d:,d:w,d:,s:h,m:,m:,v:,.:,.:,v:,s:h,d:,s:h,v:,s:,d:
d:,d:,s:,v:,.:,m:,m:,m:,.:,.:,.:,s:h,s:,v:,s:h,d:,s:h,v:,.:,.:f,.:,.:,.:,.:,s:,d:,d:,s:h,d:,d:
d:r,d:w,s:h,.:,m:,.:c,m:,.:,f:,v:,.:,s:,d:,s:h,d:w,d:,s:h,.:,.:,.:c,.:,f:,f:,s:,d:,d:,d:,d:r,d:,d:
