d:,d:,d:,d:,s:,s:,s:,s:,s:,d:,d:,d:,d:,d:r,d:,d:,d:,d:
s:,s:,s:,s:,f:,.:,f:,f:,v:,s:h,s:h,s:,d:,d:,d:,s:h,d:,d:
m:,.:,.:r,s:h,.:,v:,.:f,.:,f:a,f:,f:,v:,s:h,d:,s:h,v:,s:,d:
.:r,f:,.:,s:,m:o,.:,.:f,.:f,.:,f:,.:f,.:f,s:,d:,d:,s:,d:,d:
f:,f:,v:,.:,f:,m:,.:,.:f,v:,f:,.:,f:,s:,d:,d:,d:,d:w,d:
s:,s:,f:,f:,f:,.:,.:f,.:,.:,f:a,.:,s:,d:,s:h,s:,s:h,d:,d:
d:,s:,f:a,.:c,.:f,.:,f:,f:,f:,.:,f:,.:,s:h,f:,f:a,v:,s:h,d:
d:,s:,c:10,.:f,.:f,v:,.:f,f:,f:,v:,.:,f:,m:,.:,f:,.:,s:h,d:
s:,s:,.:,.:f,.:,.:f,.:f,m:,f:a,m:,f:a,.:,v:,m:,f:,m:,s:,d:
m:o,.:,f:,s:,s:,f:,f:,f:a,m:,.:,m:,.:f,f:,.:f,.:,.:,s:,d:
.:f,v:,m:,s:,d:,s:h,v:,.:,m:,v:,.:,f:,s:,s:,.:,f:,v:,s:h
f:,f:,f:a,s:,d:,d:w,s:,m:,.:,f:,.:,f:,s:,s:,.:r,f:,.:,s:h
s:,s:,s:,d:,d:,d:,d:,s:h,m:,s:,s:h,s:,.:c,f:,f:,.:f,f:a,s:
d:,d:,d:,d:,d:,d:,d:,d:,s:,d:,d:,s:,v:,.:,.:,.:,v:,s:
d:r,d:,d:,s:h,d:,d:,d:w,d:,s:h,d:,d:,s:h,f:,f:a,f:,.:,f:,s:
d:,d:w,s:,v:,s:,d:,d:r,s:h,v:,s:h,d:,d:,s:h,s:,.:c,.:f,m:o,s:
d:,d:,d:,s:,d:,d:,d:,d:,s:,d:,d:,d:,d:,s:,.:c,f:,c:0,s:
d:r,d:,d:r,d:,d:w,d:,d:,d:w,d:,d:,d:,d:r,d:,d:,s:h,s:,s:,d:
