.:,.:,.:,f:,.:c,f:,.:,f:,.:,.:,f:,m:r,m:,.:,f:,m:
f:,s:,s:,v:,m:,f:,s:h,s:,s:h,f:,s:,s:,s:,s:,.:,.:
f:,s:,f:,s:h,s:,s:h,v:,s:h,.:,v:,s:h,s:,.:,.:c,m:,f:
f:,s:h,f:,s:,s:,f:,f:,m:,f:,s:,s:,d:,s:,s:h,s:,f:
m:,s:,s:,d:,s:,f:r,f:,s:,s:,s:,m:,s:,v:,s:h,s:,.:
.:,s:,d:,d:,d:,s:h,f:,f:,f:,s:,f:,s:,s:,d:,s:,.:
.:,s:,s:,s:,s:h,d:,s:h,s:,s:,s:,m:,s:,f:a,s:,s:,f:
.:,f:,f:a,.:f,f:,s:h,v:,.:c,s:,d:,s:,s:,.:,f:a,f:a,.:
f:r,.:,.:,c:5,f:,.:,m:,.:,s:,s:,s:,f:,m:o,c:0,.:,f:
.:,f:,f:a,m:,m:o,.:,s:,s:,s:,m:,f:,s:,m:,f:a,f:,.:r
.:r,s:h,s:h,s:h,s:,s:,s:,.:,f:,v:,s:h,d:,s:,s:,.:f,f:
f:,.:,v:,s:h,d:,s:,d:w,s:,s:,.:,f:a,s:h,s:,m:,v:,f:
f:,s:h,s:h,s:,s:h,v:,s:,d:,d:,s:,s:,d:,s:,.:,s:,.:
.:,s:,s:,f:,f:,f:a,f:a,s:h,s:h,d:,d:w,d:,s:h,s:,s:h,f:
.:,s:,f:,f:,f:a,f:,f:,m:,v:,s:h,s:,s:,v:,s:h,s:,.:
f:,f:,f:,.:,.:,f:r,.:,.:,f:,f:a,f:,.:,f:a,.:,f:,m:r
