.:,.:r,.:,f:,m:,.:,.:,f:,s:,.:,.:,.:,.:c,f:,.:,.:,.:,.:
.:,.:,f:,.:,.:,v:,f:,s:,s:,.:,m:,v:,f:,.:f,v:,.:,f:,.:
.:,.:f,.:,.:,.:c,.:,.:,s:h,s:,.:f,.:,.:,f:a,f:,.:,.:c,.:,.:
.:,.:,v:,m:,.:,.:,m:,s:,c:8,.:,f:,.:,.:,.:c,.:,s:h,s:h,.:f
.:,.:,.:c,.:,.:c,.:,.:,.:,.:c,.:,m:,.:,v:,.:c,f:,.:f,v:,.:
m:r,.:,.:,.:,m:,v:,s:h,s:h,.:c,.:,.:,m:,.:f,.:,.:r,.:,f:,.:
.:,.:,v:,.:f,.:,.:,s:,.:,.:,.:,.:,f:,.:c,.:,.:f,.:,f:,.:
f:a,.:,.:c,.:,.:,.:,.:,.:,.:,f:,.:,v:,.:,m:r,.:,.:,v:,.:
.:,.:,m:,.:c,m:,.:,.:,.:,v:,.:,.:,.:,.:,.:,f:,.:f,.:,.:
f:,f:,.:c,v:,.:c,s:h,s:,.:,m:,.:,.:,.:,.:r,.:f,f:,.:,.:,f:a
.:,f:a,f:,.:,.:,.:,s:h,f:,.:,s:h,m:,m:,.:c,.:,.:,.:,v:,.:
f:,f:,.:,.:f,.:f,f:,m:,.:,v:,s:,s:,v:,f:,.:,.:,m:,f:,f:a
m:,f:a,f:,f:,f:,f:a,f:,.:,f:,s:h,f:,s:h,f:,f:,.:r,.:c,.:,.:
f:r,.:c,v:,.:f,.:,v:,.:f,f:,.:,s:h,s:h,s:h,s:h,m:,s:h,f:,v:,f:
f:,f:,f:,.:f,f:a,f:,f:,f:,v:,s:,f:,.:,.:,v:,.:c,.:c,.:,.:
f:a,.:,.:f,f:,f:,.:c,.:,f:,.:c,.:,.:,f:,.:,.:c,s:h,.:,f:,.:
f:,v:,f:,f:,c:5,m:,.:,s:,s:,f:,f:,f:,.:r,.:,s:,s:,s:,s:
f:,f:,s:h,s:,f:a,f:a,.:,s:,f:,f:,f:r,.:,f:,f:,f:,.:,.:,f:
