d:,d:,d:,d:,d:,d:w,s:h,s:,s:,f:,f:,m:,s:,d:
d:r,d:,d:r,d:,d:,s:h,c:6,f:,f:,.:,m:,.:,s:,d:
d:,d:,d:,d:,s:,f:,.:,f:,m:o,c:0,s:,s:,d:,d:
d:r,d:,d:,s:,.:c,.:,.:,.:,m:,s:h,d:,d:,d:,d:
d:,d:,d:,s:w,.:f,c:8,f:,f:,m:,.:,s:,s:,d:,d:
d:,d:,d:,s:,f:,.:f,f:,.:,.:,.:,c:3,.:f,s:,d:
d:r,d:,s:,.:,.:,m:,.:,.:,.:,.:,.:,.:f,s:,d:
d:,s:h,f:a,.:,.:,.:,.:c,v:,.:,.:,.:c,m:,s:h,d:
s:,.:,c:2,.:,.:,f:,f:,.:,f:,f:a,c:4,s:h,s:,d:
s:h,f:a,f:,.:,f:,.:,m:,f:,.:,.:,s:h,.:f,s:,d:
d:,s:h,.:,.:,.:,.:,f:a,f:a,.:,.:,.:,.:f,s:h,d:
d:,d:,s:,s:,s:,s:,s:,c:9,.:,.:,c:7,s:,d:,d:
d:,d:,d:,d:,d:r,s:,m:o,s:h,s:h,s:,m:o,s:,d:,d:
d:,d:,d:,d:,d:,d:,s:,d:,d:w,d:,s:,d:,d:,d:
