d:,d:,s:,f:,f:,.:,f:,f:,s:,f:r,m:,.:c,.:,f:
d:,s:,.:,.:f,m:,m:,f:,m:r,s:,.:,.:f,.:,f:,.:
d:,s:,m:,.:f,m:o,c:0,m:,f:,s:,m:o,.:f,c:1,f:,.:
s:,.:,v:,m:,.:f,f:,.:f,f:,v:,f:,.:,.:,.:f,f:
s:,m:o,f:a,f:a,.:,f:,.:,f:,m:,f:,.:c,.:,f:r,.:
s:h,f:,.:,f:,f:,f:,m:,.:,f:,s:,s:,s:,s:,s:
.:,v:,f:a,m:,v:,f:,.:,m:,.:,m:,f:,f:,f:,s:
m:,.:f,.:,.:f,m:,.:,.:,m:,f:a,.:,f:,f:,.:f,s:
.:f,f:,f:a,.:,.:f,.:,.:f,.:,c:2,f:a,f:a,v:,.:,s:
.:,m:,c:10,.:f,f:,v:,.:,.:,.:f,.:,.:,s:,s:,d:
.:,m:,f:,.:f,f:,s:,.:f,.:,m:,.:,.:,s:,d:,d:
.:,f:,f:,f:,.:r,s:,s:h,f:,f:,v:,s:,d:r,d:,d:
s:,m:,f:,f:,s:,d:,d:,s:,s:h,s:,d:w,d:,d:,d:
d:,s:,s:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:
