f:,f:r,f:,f:,f:,f:,m:,f:,.:,.:,f:,.:,f:,f:,.:,f:a
.:,.:,.:,f:,f:,s:,s:,s:h,s:h,f:,f:r,s:h,s:,.:,v:,.:
f:,f:a,.:,f:,s:,f:,.:f,m:,s:,f:,.:f,.:f,s:h,s:h,s:h,.:f
f:,f:,c:5,.:f,s:,.:,c:0,m:,f:r,.:f,c:10,.:f,s:,d:,s:h,.:
m:,f:,.:c,f:a,s:,.:,f:,m:o,s:,f:,f:,f:,s:,s:h,.:,.:
f:,s:,s:,s:,d:,s:h,f:,s:,d:w,s:,.:,s:,d:,s:,v:,f:
.:,s:,d:,d:,s:,d:,s:,d:,s:,.:,.:,s:,s:h,s:,f:,.:f
.:,s:,s:,s:,.:,s:,d:,d:r,d:,s:,m:,.:,m:,s:,m:o,m:
.:,.:,f:,.:f,s:,d:,d:,d:,d:,s:,m:,c:9,f:a,s:,s:,m:
.:c,.:,c:11,.:,s:,d:,d:,d:r,d:,s:,m:o,m:,m:,s:h,v:,f:
.:,f:,.:c,.:f,.:,s:,s:h,s:,s:,d:,s:,f:,.:,m:,.:c,.:f
.:,.:f,s:,.:,s:,s:,.:f,.:,.:,s:,d:,s:,.:,s:h,.:,.:
f:,.:,.:f,f:a,s:h,s:,f:,c:1,f:,s:h,s:,.:,.:f,.:f,.:,.:
f:,f:,c:2,f:,s:,s:,.:f,f:,.:c,s:,s:,.:,c:3,.:,f:,.:
.:,f:a,.:,f:,f:r,s:,s:,s:h,s:,s:,s:,.:,.:,f:,s:,f:
f:a,.:f,.:,m:,.:,m:,.:,m:r,.:,.:,.:,m:,.:,.:,.:,.:
