d:,d:,d:,d:w,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,d:,d:,d:,d:,d:,d:
s:,s:h,s:,s:h,d:,d:,d:,d:,d:,d:,d:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:r
.:,.:f,v:,.:f,s:h,d:,d:,d:,d:,d:r,s:,v:,s:h,d:,d:,d:,d:,d:,d:,s:,s:,s:,s:,s:,d:,d:,d:,d:,d:,d:
.:,.:f,.:,f:,s:h,d:,d:,d:,d:,d:w,d:,s:h,d:,d:r,d:,d:,d:,d:,s:h,f:,.:,f:r,.:,f:,s:,s:,s:,s:,d:,d:
.:,.:,.:,f:,s:,d:,d:r,d:,d:,d:,d:,d:,d:w,d:,d:,d:r,d:,s:h,v:,m:,.:,.:,.:,.:,s:h,f:a,m:,.:,s:,d:
s:,s:,s:,s:,s:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,s:,.:,m:,f:a,c:2,.:f,.:,s:h,v:,m:,f:,s:,d:
d:,d:,s:,.:,f:,f:,s:,s:,s:,s:,s:,s:h,s:,d:,d:,d:,d:,s:,.:,.:,.:,.:,f:a,.:,s:,.:,.:,f:,s:,d:
d:,d:,s:h,.:c,.:c,.:,s:h,v:,.:c,.:f,v:,m:,.:,s:,d:,d:r,d:,d:,s:,m:,f:,m:,m:,.:,s:,s:,s:,s:,d:,d:
d:,d:,s:,.:,v:,.:c,s:,.:,m:,.:,.:,.:,f:,s:h,d:,d:,d:,s:,s:,s:,s:,s:,s:,s:,d:,d:,d:,d:,d:,d:
d:,d:r,d:,s:h,.:,.:c,.:f,f:,m:,.:,.:,.:,f:,s:,s:,d:,s:h,m:,m:,.:,s:,d:,d:,d:,d:,d:,s:h,d:w,d:,d:
d:,d:,d:,s:h,.:,f:,.:,s:,.:,.:c,.:f,.:,m:,.:,v:,s:h,f:,.:,.:f,f:,s:h,s:h,d:,d:,d:,s:h,v:,s:,d:,d:
d:,d:,d:,s:,v:,.:c,m:,s:,.:,f:a,c:11,f:,.:,.:,.:c,s:,.:,v:,m:,.:,s:,v:,s:h,d:,d:,d:,s:h,d:,d:,d:
