.:f,f:,.:,m:,.:,m:,m:,.:,f:,.:,s:h,.:f,f:a,.:,m:,.:,s:,.:
.:f,.:f,f:,m:,v:,f:a,.:,.:,m:,m:,s:h,c:1,.:f,m:,m:,f:,.:,f:
m:,c:0,m:o,.:,s:,f:a,.:,f:,v:,.:,f:,f:,.:,.:f,.:,m:,.:,.:
.:,f:,m:,.:f,f:,.:,m:,f:a,f:,f:,f:,m:,f:,f:r,.:f,v:,f:,.:
f:,.:r,s:,s:,s:,f:r,f:,.:c,f:,m:,f:,v:,f:,.:,f:a,.:,s:h,s:
s:,s:,.:,s:,.:,f:,.:,.:,v:,.:c,.:,f:,f:,f:r,f:,.:f,.:,.:
m:,s:h,s:h,.:f,v:,.:,.:r,.:,.:,f:,.:,f:,.:,.:,.:f,v:,.:,f:
.:,m:,f:,f:,.:c,.:f,f:,m:,.:c,s:,.:,.:,v:,.:,.:c,.:f,.:,.:
s:h,c:4,.:f,.:,s:,.:f,f:,.:c,.:c,s:,.:,f:,.:c,.:,f:,.:,.:c,f:
m:,s:h,.:c,s:h,s:,.:,v:,s:,.:,c:8,.:,.:c,.:,.:,.:,.:,.:,.:
.:,f:,f:,f:r,s:,s:h,f:a,.:,.:f,.:,.:f,f:,v:,f:a,.:f,c:11,.:f,m:
.:,f:,f:,.:,.:,s:,.:,.:f,.:,.:,m:,f:,.:f,.:,.:,.:,.:,.:f
.:,.:,.:f,.:,.:,f:a,.:c,.:,v:,s:,s:,.:f,.:,f:,.:,.:f,.:f,.:
f:,.:,f:,v:,.:,f:,f:,m:,f:,.:,f:,m:r,.:,m:,.:,m:,v:,f:
.:f,.:,.:f,f:,f:,.:,f:,f:,m:,f:a,f:,f:,f:a,f:,.:,m:,m:,.:
.:f,.:,.:f,f:,.:f,.:,f:r,m:,c:5,.:c,f:,v:,f:,.:,m:,.:f,m:,.:
m:,c:10,f:,f:,v:,f:,f:,.:,f:,f:a,.:,.:,.:,.:,m:o,c:9,m:,f:a
.:,.:f,.:,.:f,.:f,f:,f:r,f:,f:,.:,.:,f:,f:,f:,m:,s:,s:,.:
