f:,.:,m:,.:,m:,.:,m:,f:,.:,f:,.:,.:,m:,f:,.:,f:
f:r,s:,.:,s:,s:,s:h,.:,s:,m:,s:h,s:,s:,s:h,s:,s:,m:
.:,s:,s:h,s:h,s:,s:h,s:,d:,s:h,s:h,v:,s:h,f:,s:h,f:,.:
m:,s:,s:,m:,v:,f:,s:,s:,.:,s:,f:,f:,s:h,c:4,m:,.:
m:r,f:,m:,m:,f:,f:,f:,.:,.:,s:h,s:,.:,.:c,f:,.:,f:r
f:,.:,m:,.:f,f:,f:,m:,.:f,m:,s:,d:w,s:h,s:h,.:,f:,.:
.:,.:r,f:,v:,.:,m:,c:9,.:,m:,f:,s:,v:,f:,.:,s:h,.:
.:,s:h,.:,.:,s:,.:,m:,m:o,s:,s:,s:h,.:,f:,.:,v:,f:a
.:,s:,s:,s:,s:,s:,s:,.:,s:h,.:c,.:,.:,.:,s:h,f:,f:
f:,s:,d:,s:h,v:,s:,s:,.:,.:f,.:f,.:,s:,s:,d:,s:,.:
.:f,s:,s:h,s:h,f:a,f:,s:,.:,c:11,.:,.:,s:,d:,s:h,s:h,.:f
.:,f:,.:f,m:,f:,.:,.:c,f:,.:,.:f,.:,s:h,s:h,.:f,v:,.:
f:,v:,.:f,m:,c:6,.:c,.:,.:,f:a,.:,s:,s:,d:,s:,s:,.:c
f:,.:,.:c,f:,f:a,.:c,f:,.:c,s:h,s:,v:,.:,s:,s:,s:h,f:r
m:,f:,.:,s:,s:,.:,s:h,v:,.:,.:,s:h,s:,s:h,v:,.:f,f:
f:,.:,.:,f:,f:,.:r,.:c,f:a,f:,m:r,f:,.:,.:,.:,.:,.:c
