d:,d:,d:,s:h,.:f,.:,.:,s:,s:,s:,s:,d:,d:,d:,d:,d:
d:,d:,s:,.:f,c:10,.:,.:,.:,m:,.:,.:,s:,s:,s:,d:,d:
d:,s:,.:,f:a,.:,.:,.:,.:f,.:,.:f,.:,.:,.:,.:,s:,d:
d:,s:,f:r,.:,m:r,m:o,m:,f:,f:,v:,m:,.:,.:c,.:c,.:c,s:
d:,s:,.:f,.:f,f:,.:,f:,.:,.:,.:,.:,.:r,.:,c:3,.:,s:
d:,s:,m:,.:,v:,.:,.:,f:,f:,s:,m:,.:,.:f,.:f,.:,s:
d:,d:,s:,f:a,m:,.:,.:,.:,.:,s:,s:,f:,.:,.:,.:,s:
d:,d:,s:,.:,.:,.:,f:,m:o,m:,s:,.:,.:,f:,.:,.:r,s:
d:,d:,s:,.:,v:,m:,.:,v:,f:,.:,.:c,f:,f:,.:,.:f,s:
d:,s:,.:,f:,m:,f:,f:,.:,f:,.:,v:,.:,.:,c:8,.:f,s:
d:,s:,m:,f:,.:f,f:,.:,m:,m:,f:,.:f,.:,.:c,.:,.:,s:
d:r,s:,.:,c:7,.:f,s:,s:,f:,.:c,.:c,.:,f:,f:,.:c,s:,d:
d:,s:,m:o,s:,s:,d:,d:,s:,.:c,v:,.:,s:,s:,s:h,d:w,d:
d:,d:,s:,d:r,d:,d:,d:,d:,s:,m:,s:,d:,s:,v:,s:h,d:
d:,d:r,d:,d:,d:,d:,d:,d:,d:,s:,d:,d:,d:,s:h,d:,d:w
d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:w,d:,d:,d:
