.:,.:r,f:,m:,.:r,.:c,.:,m:,f:,f:,m:,.:,.:,m:,f:,f:
m:,.:,s:,.:,s:,s:h,s:,s:,v:,s:h,s:h,s:,s:,s:,s:,f:
.:,.:,m:,m:,s:h,v:,.:f,.:c,m:,s:h,d:,d:,d:,d:,s:,m:r
.:,m:,c:1,.:f,s:h,f:,s:h,s:,s:,d:,d:,d:,d:,d:,s:,.:
.:c,.:f,.:,.:,m:,s:h,d:,d:,d:,d:,d:,s:,d:,s:,s:h,.:f
f:,s:h,.:f,.:,.:,v:,s:,d:,d:,d:,s:h,f:,s:h,v:,s:,f:
.:,s:,f:,.:,s:h,.:f,.:,s:,d:,s:,v:,s:h,m:,.:,s:,m:
f:,s:h,m:,.:,.:f,f:,.:,.:f,s:,d:w,s:,s:h,.:,f:a,m:,f:
.:,s:,f:,c:6,.:,s:h,f:,.:c,s:,d:,d:,d:,s:,.:,v:,f:
f:,s:,m:,m:,.:f,s:,v:,s:,d:r,d:,d:,d:,d:,s:h,f:a,f:
m:,f:a,s:,s:,f:,f:,s:,d:,d:w,d:,s:,s:,s:h,m:,s:,f:
.:,s:,d:,s:,.:,s:,d:,d:,s:h,s:,m:,.:,v:,f:,s:,.:
.:,.:,s:,d:,s:,s:,s:,s:,v:,s:,.:,.:,.:f,.:,s:,f:
.:,s:,d:w,d:r,s:h,v:,f:,s:h,s:,s:,s:,s:,s:,f:,s:,m:
.:,v:,s:h,s:h,s:h,.:,f:,s:,s:,f:,.:,s:,s:,m:,s:,f:
m:,.:c,m:,m:r,.:,f:,f:,m:,.:,f:,m:,.:r,m:,.:,.:,.:
