m:,.:,.:r,.:,.:,.:,.:,m:,f:,.:,.:,f:,.:,m:,s:,d:
f:,.:,m:,.:,f:r,m:,v:,m:o,.:,v:,f:a,.:,m:,v:,.:,s:
.:,v:,.:,.:,s:,s:,.:,.:,.:c,f:,f:,m:,f:,m:,.:,s:
.:,f:,f:,f:r,s:,f:,f:,m:,m:,.:,.:,f:,.:,f:,m:,f:
s:,.:,.:,.:,s:,v:,f:,.:,v:,m:,.:,f:,f:,f:,.:,f:
f:,v:,f:a,f:,s:,s:h,.:,.:,m:,f:,f:,s:,s:,f:,m:o,.:r
.:,f:,.:,f:,f:,.:,.:,f:,f:,f:,.:,s:,s:,c:7,.:,.:
.:,m:,m:,f:,.:,f:,.:,v:,f:,.:,m:,.:,.:f,.:,.:f,.:
.:c,v:,.:c,.:c,v:,m:,.:c,.:f,.:,f:,.:,f:,f:r,f:,.:c,m:r
f:,f:a,.:f,.:,f:,.:c,.:,.:,m:,m:o,v:,f:,.:,.:,.:,f:
f:,f:,.:f,s:h,f:,f:,.:c,f:,m:,.:,.:,m:,.:,v:,.:,f:
.:f,v:,f:,s:,.:c,v:,f:,s:,s:,.:,m:r,f:,m:o,.:,s:,s:
.:,f:,f:,.:,.:c,.:,.:,.:,s:,s:,s:,m:,.:,.:,.:,f:
.:c,.:f,.:,f:,f:a,f:,.:,.:f,f:,.:,.:,f:,f:,f:,f:,m:
.:,c:5,f:a,.:c,v:,f:a,f:,v:,f:a,f:,v:,f:,.:,v:,.:,.:
f:,s:,f:a,.:,.:f,f:,f:,f:,f:,f:,.:,f:,m:,f:,.:c,f:
