d:,s:,.:,.:,.:,s:h,d:,d:,d:,s:,.:,.:f,m:,.:,.:,.:,s:,d:
d:,s:h,.:,.:,.:c,.:,s:h,s:h,s:,s:h,v:,f:,m:,m:,.:,.:,s:,s:
d:,s:,v:,.:,.:c,v:,.:f,.:,.:,s:,.:,m:,.:f,v:,m:,.:,.:r,f:
d:,d:,s:,.:f,.:c,.:c,m:o,.:c,f:,s:,s:,s:,f:,.:,f:,f:,.:,f:
d:,s:h,s:,.:,.:,.:f,m:,.:c,v:,s:,d:,s:,m:,f:a,f:a,f:,.:f,.:
s:,.:,.:,.:,.:,.:c,.:r,.:,s:h,d:,d:r,s:,m:,.:,c:2,.:,.:,f:
s:,.:,.:f,.:,.:,.:f,.:,.:,s:,d:,d:,s:,.:f,.:f,m:,.:f,.:,f:
s:,.:r,.:f,c:3,.:,.:,v:,.:,s:,d:,d:,s:,.:f,f:a,.:f,.:f,f:,f:
s:,.:,.:,.:,.:c,.:,.:c,.:,s:,s:,s:,s:,.:,v:,.:,f:,f:,s:
s:,m:,.:,.:r,.:,.:,.:,.:c,s:,.:f,.:,.:f,s:h,s:h,f:,.:r,.:,s:
s:,m:,.:,.:,.:,.:r,s:,s:,s:h,.:,v:,f:,s:,d:,s:,s:,s:,d:
s:,.:,f:,.:,.:,.:,s:,d:,s:,m:,.:,m:,.:,s:,s:,d:,d:,d:
s:,f:,f:a,c:7,m:,.:,s:,d:,d:,s:,m:,f:,.:,.:,.:f,s:,d:,d:r
s:,f:,f:,m:o,.:,.:,s:,s:,s:,.:,m:,f:,f:a,f:,.:c,s:,d:,d:
s:,f:,m:r,.:,f:,m:,s:h,m:,f:,.:f,.:,.:c,c:1,.:f,f:,s:,d:,d:
s:,m:,m:,f:,f:,v:,s:,f:,v:,.:,.:,.:c,m:,.:f,f:,s:,d:,d:
d:,s:,s:,.:,f:,f:,s:,f:,.:,.:c,.:,.:,f:,.:,.:,s:,d:,d:
d:,d:,s:,.:,f:,m:,s:,s:h,s:h,s:h,s:,s:,s:,s:,s:,d:,d:,d:
