s:,f:,f:,.:f,s:,s:,s:,.:,.:,f:,s:,d:,d:,d:,d:,d:,d:,d:
s:,f:,.:,m:,s:h,m:,.:f,.:,f:,.:,s:,d:,d:,d:,d:,d:,d:,d:
s:,v:,f:,f:,s:h,.:,.:,v:,s:h,s:h,d:,d:,d:,d:,d:,d:,d:,d:
.:,f:,m:,.:,v:,f:,s:h,s:,d:w,d:,d:,d:r,d:,d:,d:,d:,d:,d:
s:,f:,f:,.:f,.:f,.:f,s:,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,d:
s:,m:r,.:,.:f,m:,f:,s:,d:,d:,d:,d:,d:,d:r,d:,d:,d:,d:,d:
s:,f:,f:,c:10,.:f,s:,d:,d:,d:,s:,s:h,s:,d:,d:,d:,d:,d:,d:
d:,s:,.:,.:,.:f,s:,d:,d:,s:h,.:,.:,f:,s:h,d:,d:,d:,s:,s:
s:,s:,s:,s:,s:,d:,d:r,d:,s:,.:,c:9,.:,s:,s:,d:r,s:,.:,m:o
.:f,.:,s:h,d:,d:,d:,d:,d:,s:,f:a,m:o,f:,s:,.:,s:,f:,v:,.:f
s:,s:h,v:,s:,d:,d:,d:,d:,s:,f:,s:,.:,m:,m:,f:,.:,m:,.:f
d:,d:,s:h,d:,d:,d:,d:,d:,s:,v:,s:,.:,.:f,v:,.:,.:,f:,s:h
d:,d:,d:,d:,d:,d:,d:r,d:,s:,s:h,s:h,s:,s:h,.:,s:,s:,s:,d:
d:,d:,s:,s:,s:,d:,d:,s:,.:,f:a,f:,s:,d:,s:,d:,d:,d:,d:
d:,s:h,.:c,m:,.:,s:,d:,s:h,f:,c:5,.:,s:,d:,d:,d:,d:r,d:,d:
d:,s:,.:,c:3,.:,.:,s:,s:,.:f,.:f,f:a,s:,d:,d:,d:,d:,d:,d:
d:,s:,.:,.:f,f:,s:,d:,d:,s:,s:,.:,s:,d:,d:,d:,d:,d:,d:
d:,s:,.:,f:,.:,s:,d:,d:,d:,d:,s:,d:,d:,d:,d:,d:,d:,d:r
