f:,f:,.:,.:,.:,.:,.:,.:,.:,.:f,f:,f:a,f:,.:
m:,m:,m:,.:,.:r,f:a,f:,s:h,f:,.:,v:,.:f,f:a,.:
f:,.:f,.:,m:,f:,f:,c:2,s:,s:,.:,m:,.:,m:,.:
m:,m:o,c:9,.:,f:,f:a,f:,.:f,.:f,s:,s:,f:,.:,.:f
.:,s:,s:h,f:a,.:,.:,.:,.:,.:,s:,s:,f:,c:6,.:f
.:f,.:,.:f,.:f,.:,f:,.:,.:,.:c,s:,f:,.:,.:,m:
.:,f:r,.:c,c:10,.:,.:,.:,.:c,.:f,f:,.:c,.:,f:,f:
m:,.:,.:,f:,f:,m:,.:,c:11,.:f,.:,.:,v:,f:,f:r
.:,.:,.:,.:,.:f,.:,.:f,.:c,.:f,m:,.:c,f:,.:,.:
f:,f:,f:,f:,v:,m:,.:,.:,s:,.:c,f:,.:f,.:,.:
f:,c:4,s:h,f:,.:,.:,m:,s:h,d:,s:,.:,f:r,f:,.:
.:,s:h,.:,.:,.:,m:,.:,.:,s:h,.:,f:,f:,.:,m:
f:,.:,f:,f:,.:,f:,c:0,m:o,m:,f:,f:a,c:5,f:,.:
.:r,.:,f:,.:,f:,.:,m:,s:h,s:h,s:h,f:a,.:f,.:,.:c
