d:,s:,.:f,s:,.:,.:r,.:,s:,s:,s:,d:,d:,d:,d:,d:,d:
s:,c:11,m:,.:r,f:,.:,m:,.:,m:,.:,s:h,s:,s:,d:,d:,d:
.:,.:f,f:a,.:,.:,v:,m:,.:,.:,v:,f:,.:,.:,s:h,s:,d:
f:,.:,m:,.:,s:,s:h,s:h,.:,.:,.:c,.:,.:,.:,f:,v:,s:h
s:,.:,.:,.:c,s:,d:,s:,f:,.:,.:c,m:,.:f,.:c,f:,f:,.:
d:,s:,.:f,v:,.:f,s:,m:,.:,v:,f:,f:a,v:,m:,m:,m:,m:
d:,d:,s:h,.:,f:,m:,.:,.:,.:,f:,f:,s:h,s:,f:,v:,s:
d:,d:w,s:,m:,f:,f:,f:a,.:,f:,.:,s:h,d:,d:,s:,s:h,d:
d:r,s:,f:,.:,f:,v:,m:,.:,f:,v:,.:f,s:,s:,s:,d:,d:
s:,m:,.:,.:,.:c,.:,f:,f:,f:,m:,f:a,.:,m:,.:,s:,d:r
f:r,.:,v:,.:,f:,m:,.:,f:,m:r,.:,.:,m:,f:,.:,s:,d:
.:,m:,.:,f:,f:,m:,.:,m:,f:,.:,f:,v:,f:a,.:c,s:,d:r
.:,m:,f:,.:,.:,m:o,f:,f:,m:,.:,f:,s:h,s:h,s:,d:,d:
.:,f:,f:,f:,m:,f:,c:0,f:,f:,s:,s:,d:,d:,d:,d:,d:
s:,.:,v:,s:,s:,s:,s:h,s:h,s:h,d:,d:,d:,d:,d:,d:,d:
d:,s:,s:h,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:
