d:,s:h,s:h,d:w,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:
s:,.:,f:,s:,s:,s:,s:h,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:
s:,.:r,.:c,v:,m:,m:o,.:,f:,s:,d:,d:,d:,s:,s:h,s:,d:r,d:,d:
d:,s:,.:,.:,.:,.:,c:9,f:a,s:,d:,d:,s:,.:,f:a,.:,s:h,d:,d:
s:h,.:c,.:,f:,m:,.:f,f:,.:,s:,d:,d:r,s:,f:,c:4,s:h,s:h,s:h,d:
s:,.:c,c:8,f:,m:o,s:h,s:,s:,s:,s:,d:,s:,f:,s:h,m:,.:f,v:,s:
s:,.:,.:,.:,s:,s:h,s:,.:f,f:,f:,s:h,d:,s:,s:,f:,.:c,.:,.:c
d:,s:,s:,s:,.:,.:,v:,m:,.:,v:,s:h,d:,s:,f:a,.:,.:c,f:,f:
d:,d:,d:,s:,.:,.:,.:,f:,.:,.:,s:h,d:,s:,f:a,c:5,f:,f:r,.:
d:,d:r,s:,v:,f:,.:,m:,.:,m:,.:,f:,s:,s:,.:,.:,f:,f:a,s:
d:,d:,d:,s:,.:,f:a,f:a,.:,s:,.:,v:,m:,s:h,s:,s:h,s:,s:h,s:
d:,d:,d:,s:,.:,.:f,c:2,.:,f:,f:,.:,m:,m:,v:,s:h,s:,s:,m:
d:,d:,s:,s:,s:,f:,.:,.:,f:,.:c,m:o,f:,.:,.:,.:,m:,.:,.:
d:,s:h,.:,.:,s:h,s:,.:r,.:,.:,f:,c:0,m:,.:r,.:f,.:f,.:,.:f,.:
s:,f:,.:,.:f,.:,s:,s:,s:,s:,m:,f:,f:a,.:,.:,c:11,.:,.:f,.:
s:,.:,f:,c:1,f:a,s:h,d:,s:,.:r,m:,s:,s:,f:,.:c,.:,.:,s:,s:
s:,m:,.:f,m:,.:,s:,d:,d:,s:,s:,d:,s:,m:,f:,.:,s:,d:,d:
d:,s:,s:,s:,s:h,d:,d:,d:,d:,d:,d:,s:,.:,.:r,s:,d:,d:,d:
