f:a,s:h,s:,.:,f:,.:,.:,.:,.:,.:,f:,.:,f:a,f:
.:c,c:5,f:a,.:f,m:,.:,.:,.:,.:,f:,.:,s:h,.:f,.:c
f:,.:c,m:,.:c,c:8,f:,.:,f:,f:,f:,m:,s:h,c:4,.:
f:,.:,.:,s:,s:,.:f,.:,v:,.:,m:,f:a,.:,f:,.:f
.:c,v:,.:,.:,.:,.:,.:,.:,.:,.:,f:,.:c,.:,m:o
.:,f:,s:h,s:,s:,f:a,.:,m:,.:,.:,.:,.:,c:0,.:
f:,.:c,.:,s:,.:,f:,v:,.:f,.:,f:,f:,m:,m:,m:
.:f,.:,.:f,s:,s:,f:,.:,.:,f:a,c:2,f:a,f:,s:,f:
.:c,c:1,f:,.:,.:,.:,.:,.:,.:,f:,.:,f:,s:,s:
.:c,.:,f:,.:,m:,.:,v:,.:,.:r,f:,.:,.:,m:,.:
.:,m:o,f:a,.:c,.:,.:,.:f,.:f,.:,.:f,f:,.:f,.:,f:
s:,f:,v:,.:,.:,.:f,.:f,.:f,.:r,.:,c:6,.:,s:,m:r
.:f,f:,.:c,m:,.:,s:h,c:11,m:,f:a,.:,.:,.:,s:,f:
.:f,.:f,.:,.:,.:,s:h,f:a,f:,.:,.:,f:,.:r,s:,.:r
