.:,f:,m:,s:,.:,f:,.:,s:h,d:,d:,s:,s:,s:,d:
f:,f:,.:,s:,f:,f:,f:,s:,d:,s:h,.:f,f:,.:,s:
.:,.:,.:,s:,.:f,.:,c:5,s:h,d:,s:h,c:1,.:,.:,s:
f:,f:,.:,v:,.:c,m:,f:a,f:a,s:r,.:f,.:,.:,f:,s:
f:,.:,f:,f:,f:,f:,f:,.:,s:,s:,s:h,s:,s:h,d:
s:,s:,s:h,.:,.:,f:,.:,f:,.:,m:,s:,d:,d:,d:
d:r,d:,d:,s:,.:,f:r,f:,f:a,v:,f:a,s:,d:r,d:,d:
d:,d:,d:,s:,f:,.:,f:,f:a,f:a,m:,s:,d:,d:,d:
d:,d:,d:,s:,.:c,v:,f:,.:,f:a,.:,s:h,d:,d:,d:
d:,d:w,d:,s:,.:,f:,.:,m:,.:,.:,s:,d:,d:,d:
s:,s:,s:h,s:,f:a,f:,f:a,.:,.:,.:,s:h,s:,d:,d:
f:,.:,c:3,s:h,s:,f:,.:,c:2,s:h,s:,s:,v:,s:,d:
.:,.:f,.:,s:,d:r,s:,f:a,s:,d:,d:,d:w,s:,d:w,d:
.:,.:,.:,s:,d:,d:,s:,d:,d:w,d:,d:,d:,d:,d:
