d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,s:,.:,f:,m:,s:,s:h,.:,.:,.:,s:,d:,d:,d:,d:,d:,d:,d:
d:,d:,d:,s:h,d:,d:,d:,d:r,d:,d:,d:,d:,s:,s:,f:,f:a,f:,.:,s:,.:,v:,m:,s:,d:,d:,d:,d:w,d:,d:,d:
d:,d:,s:,v:,s:h,d:,d:,d:,d:,d:,d:,s:h,f:,f:,.:f,.:,f:,v:,s:,m:,.:,f:,s:,d:,s:h,s:,s:h,d:w,d:,d:
d:,d:,d:w,s:,d:,d:,d:,d:,d:,d:,d:w,s:h,c:11,.:,.:,.:,.:f,.:,s:h,s:,s:,s:h,d:,s:,.:,.:c,c:8,s:h,d:,d:
d:,d:,s:h,s:,s:,d:r,d:,s:,s:h,s:h,d:,s:h,.:f,.:f,.:,.:,s:,s:,d:,d:,d:,s:h,d:w,s:,.:,.:,.:,s:,d:,d:
d:,s:,.:,.:c,.:,s:h,s:h,v:,.:,.:,s:,.:f,m:,f:,.:c,.:c,s:h,d:,d:,d:,s:,v:,s:h,s:h,f:,.:c,.:,s:h,d:,d:r
d:,s:,.:,f:,.:c,s:,s:h,m:,.:,.:r,s:,m:,v:,.:f,.:f,v:,s:h,s:,s:,d:,d:w,s:,s:h,s:,.:c,v:,f:,.:f,s:,d:
d:,s:,f:,v:,.:c,s:,s:h,.:,f:,.:f,.:,.:f,f:,.:,.:c,.:,.:,.:c,.:f,s:,d:,s:,.:,.:,.:,.:,.:,.:,s:,d:
d:,d:,s:h,s:h,s:,.:,.:r,m:,v:,f:,.:f,.:,.:c,.:c,.:f,.:,f:a,.:f,.:c,s:,d:,s:h,.:,.:,.:,.:,f:,.:,s:,d:
d:,d:,d:,d:,s:,.:,.:,.:c,.:,.:f,.:,.:,v:,.:,.:f,v:,.:,.:,v:,s:h,s:,s:h,v:,f:,.:,s:,s:,s:,d:,d:
d:,d:,d:,s:,.:c,.:f,.:r,.:f,f:,.:,.:r,.:,f:,m:,.:f,.:f,.:,f:,.:,.:c,.:,s:h,s:h,s:h,s:,d:r,d:,s:,d:,d:
d:,d:,d:,s:h,v:,.:,f:,m:,v:,.:,.:f,f:,.:f,.:,f:,m:,.:c,.:f,.:,f:,.:,s:,d:,d:,d:,d:,s:h,v:,s:h,d:
d:,d:,d:,s:,f:,.:f,f:,f:,f:,.:f,f:,v:,f:a,f:,.:,.:,v:,.:,.:f,f:,.:,s:h,d:,d:,d:,d:,d:,s:h,d:,d:
d:,d:r,d:,d:,s:,s:,f:r,.:,f:,f:,m:,f:,.:f,f:,.:,f:,.:,f:,.:,.:,v:,.:,s:,d:,d:r,d:,d:,d:,d:,d:
d:,d:,d:,s:h,d:w,d:,s:,m:,f:a,f:,m:,m:,f:,.:f,.:,.:,f:,f:r,.:,.:,f:,.:,.:,s:,d:,s:h,d:,d:,d:,d:
d:,d:,s:h,v:,s:,d:,s:h,.:f,v:,f:,.:,.:,f:,v:,.:,.:,f:,m:,f:,f:,f:r,.:,f:,s:,s:h,v:,s:h,d:,d:,d:
d:,d:w,d:,s:,d:w,d:,d:,s:h,m:,.:,f:,.:,.:,.:,.:,f:,f:,m:,f:,.:,f:,f:,.:,s:h,d:,s:h,d:,d:,d:,d:
d:,d:w,d:,d:,d:,d:,d:,s:,s:,.:r,.:,.:,.:,m:,.:,m:,v:,f:,f:,.:c,f:a,.:f,m:,s:,d:,d:,d:,d:,d:,d:
d:,d:,d:,d:,d:,d:,s:,.:,m:o,.:,f:,v:,.:,.:,.:,f:a,m:,.:,.:,.:,.:f,v:,f:,s:,s:,s:,d:,d:,d:,d:
s:,s:h,s:,d:,d:,d:,s:,c:9,.:f,.:,.:f,.:,.:,.:,.:,m:,f:,f:,.:c,.:c,.:c,f:,.:c,.:,.:,.:,s:,s:h,s:,d:
.:,.:,v:,s:,d:,s:,.:f,f:,.:,.:f,.:,f:,.:,.:,f:a,.:,m:r,f:a,v:,.:,.:,s:,s:,f:,f:,.:,.:,.:,f:,s:
.:,.:,f:,s:h,d:,d:,s:,s:,.:r,.:f,v:,.:,f:a,v:,.:,f:,f:,f:,f:,m:,.:,f:,s:,.:,f:,.:c,v:,.:,f:,s:
m:,.:,f:r,s:h,d:,d:,d:,d:,s:,s:h,m:,f:,f:,f:,.:f,.:,m:,.:,.:,f:,s:,s:,f:,f:,.:,f:a,.:f,f:,f:,s:
s:,s:,s:,d:,d:,d:,d:,d:,s:h,.:,f:a,m:,.:,s:,s:,m:,v:,m:,s:h,s:,d:,s:h,.:,v:,.:c,.:,s:,f:a,s:h,.:
d:r,d:,d:r,d:,s:,d:,d:,d:,s:h,v:,.:,f:,s:,s:,f:,f:,.:,m:,s:,d:,d:,s:,.:,.:f,f:,s:,s:,f:,c:4,f:
d:,d:,d:,s:,.:f,s:,d:,d:,s:,f:,f:,m:,s:h,s:h,.:,f:,.:f,m:,s:,d:,d:,d:,s:,s:,s:,d:,s:,.:f,s:h,m:
d:,d:,d:,s:h,s:,s:h,d:,d:,d:,s:,s:,f:,m:o,.:,f:,v:,.:,s:,d:,s:h,d:,d:,d:w,d:,s:,d:,d:,s:,s:,s:h
d:,d:,s:,.:,v:,m:,s:,d:,d:,d:,s:,.:,v:,.:,s:,s:h,s:,d:,s:h,v:,s:h,d:,d:,s:h,v:,s:h,d:,d:,d:,d:
d:,d:,s:h,m:,.:f,f:,s:h,d:,d:,d:,s:,.:f,f:,f:,s:,d:,d:w,d:,d:w,s:h,d:,d:,d:,d:,s:h,d:,d:,d:,d:,d:r
d:,d:,s:,.:,f:,.:,s:,d:,d:,d:,d:,s:,s:h,s:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,d:,d:r,d:,d:,d:,d:,d:
