d:,d:r,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,d:,d:,s:,d:
d:,s:,s:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:,s:,v:,s:
s:,f:,.:,.:,s:,d:,d:,d:,s:,s:,s:,d:,s:,f:,f:,s:h
s:,.:,f:,f:,s:,d:,d:,s:,c:5,f:,.:,s:,d:,s:,s:,d:
s:h,v:,m:,f:r,s:,d:,s:h,f:a,f:a,.:,f:,v:,s:h,d:w,d:,d:
s:,.:f,f:a,m:,s:h,d:,s:,.:,f:,f:,f:,.:c,s:,d:,d:,d:
s:h,f:,.:,f:a,f:,s:h,.:c,.:,v:,.:,m:,.:,s:,d:,d:,d:
s:,.:,v:,.:c,m:,v:,.:f,f:,.:,.:,.:,s:,d:,d:,d:,d:
s:,.:,f:,.:,f:,f:,f:,.:,f:,s:,s:,d:,d:,s:,d:r,d:
s:,.:f,.:,f:,f:,f:,s:,s:,s:,d:,d:,s:,s:h,f:a,s:,d:
d:,s:h,m:,v:,.:,f:,s:h,s:,s:h,s:,s:,f:,f:,v:,f:,s:
d:,d:w,s:h,f:a,f:a,f:,v:,m:,f:,.:,f:a,.:,.:,f:,s:,d:r
d:,d:,d:,s:,s:,.:,.:f,.:,f:,v:,.:f,f:,s:,s:,d:,d:
d:,d:,d:,d:,d:,s:,.:f,f:,.:,.:f,f:,s:,d:r,d:,d:r,d:
d:,d:,d:,d:,d:,s:,c:10,.:f,.:,.:,.:,s:,d:,d:,d:,d:
d:,d:,d:,d:,d:,d:,s:,s:,s:h,s:,s:,d:,d:,d:,d:,d:
