.:,.:,f:,.:,.:,.:f,.:r,.:,.:,.:,.:,f:,.:,m:
.:,f:,m:o,.:,.:,.:,.:,m:,f:,.:,m:,f:a,m:,f:
.:,f:a,c:0,f:,s:,.:,c:3,.:,s:,f:,f:,f:,f:,f:
f:,f:a,.:,m:,.:,.:,.:c,.:f,s:,f:a,c:5,f:,s:,m:
m:,s:h,s:h,f:,.:,.:,.:,.:,s:,.:,.:f,f:a,s:,f:
m:,s:h,v:,.:,s:,s:,s:h,s:,s:h,s:,f:,.:f,.:c,.:
.:,f:,s:,s:,f:,.:,.:,.:c,f:a,s:,.:c,c:1,.:,.:f
.:f,s:,.:f,f:,m:o,f:,.:f,c:11,.:,s:,f:,.:f,.:c,.:
f:,s:h,.:f,c:7,f:,s:,.:f,m:,f:a,.:,m:,s:,s:h,f:
f:,m:,f:,.:,f:,f:,s:h,s:,s:,f:,s:,d:,s:,.:r
m:o,.:f,c:6,m:,s:,f:,s:,.:,m:o,f:,.:,s:h,s:h,.:
.:,f:,.:f,m:,s:,s:h,v:,f:,f:,c:9,.:,s:,v:,f:
m:,m:,.:,.:,s:,s:,s:h,s:h,.:f,f:,.:f,s:,s:h,f:
.:,.:,.:,f:r,f:,f:,.:,.:r,f:,f:a,f:,.:,.:r,f:a
