d:,d:,d:,s:,f:,s:,s:,d:,d:,d:,d:,d:,s:h,m:o,s:h,d:
d:,d:,s:,s:,f:,m:,f:,s:,d:,d:,d:,s:,m:o,v:,f:a,s:
d:,s:,v:,s:,m:r,m:o,f:,m:,s:,d:,s:,.:,f:,m:,.:,s:
s:,.:,m:,.:,.:,f:,c:0,f:,s:h,s:h,.:,.:,m:,.:,f:,s:
.:,.:,m:,.:,.:,.:,.:f,.:,s:,s:,s:h,c:4,s:h,.:,f:a,s:h
m:r,.:,c:6,.:f,s:,s:,s:,s:,d:,s:,m:,m:,.:f,.:c,v:,s:h
f:,m:,.:f,f:,s:,d:,d:,d:,d:,d:,s:,s:h,m:r,.:,.:,s:h
s:,s:,s:,s:,d:w,d:,d:,s:,s:,s:,d:,s:,.:,f:,.:,s:
d:,d:,d:,d:,d:,d:,s:,.:,f:a,.:f,s:,s:h,.:c,f:a,f:,s:h
d:,d:,s:,s:h,s:,d:,s:,f:,c:2,f:,s:,s:,.:f,c:5,f:a,s:
d:,s:,.:c,.:,.:,s:,s:,f:a,.:,.:,s:h,s:,f:,f:a,f:,s:h
d:,s:,.:,c:3,.:f,s:h,s:,s:,s:,.:r,s:h,s:,s:h,s:,s:,d:r
d:,s:,.:,.:c,.:,s:,m:,.:f,.:,.:,f:,.:f,.:,.:,s:,d:
d:,d:,s:,s:,s:,.:,.:f,c:11,.:,s:,.:,m:,c:9,f:,.:,s:
d:r,d:,d:,d:,s:,f:,.:,.:f,.:c,s:h,s:,.:,.:,m:o,f:a,s:
d:,d:,d:,d:r,d:,s:,s:,s:,s:,d:,s:,.:f,m:,.:,.:,s:
