d:r,s:,s:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:w,d:,d:
s:,.:,f:,.:,s:,s:,s:,d:,d:,d:,d:w,d:,d:,d:,d:,s:,d:w,d:w
s:,.:,f:,m:,.:f,.:,.:,s:,s:,s:,s:,s:h,d:,d:,s:h,v:,s:h,d:
s:,f:,.:f,.:,.:,.:,.:,s:,.:f,f:,.:c,v:,s:h,s:,s:h,s:h,d:,d:
s:,s:,.:,.:c,c:11,.:f,f:,s:,v:,.:,.:f,.:,.:c,.:,m:,s:,d:,d:
.:,.:,.:,.:,.:f,.:,.:r,s:h,.:f,.:,.:f,.:,.:,.:,f:,s:,d:,d:
.:,.:c,.:f,.:f,.:,.:,.:,s:,s:,s:,s:h,s:h,v:,.:c,f:,s:,d:,d:
.:,.:,v:,s:h,.:,.:,.:,f:,.:,s:,d:,d:w,s:h,s:h,s:,d:,d:,d:
s:,s:,s:h,d:,s:,s:,.:,v:,m:,.:,s:,d:w,s:,s:h,s:,d:r,d:,d:
d:,d:,d:,d:r,d:,s:h,m:,.:,f:,.:f,s:,s:h,v:,f:a,.:,s:,d:,d:
d:,d:,d:w,s:,d:,d:,s:,m:,.:,f:,s:,s:h,.:,.:c,.:,s:,d:,d:
d:,d:,s:,v:,s:h,d:,d:r,s:,s:,m:,.:,.:,.:,.:,.:f,s:,d:,d:
d:,d:,d:,s:,d:w,s:,s:,s:,s:,.:c,f:,m:,f:,f:,f:,s:,d:,d:
d:,d:w,d:,d:,s:,f:r,f:,f:,m:,.:,v:,.:c,.:,m:,f:,s:,d:,d:
d:,d:,s:h,d:,s:,.:,.:,.:,f:,.:c,s:h,s:,.:c,v:,f:,.:,s:,d:
d:w,s:,v:,s:,s:,m:,.:c,c:6,.:,f:a,m:r,.:,.:f,.:f,.:,.:c,s:,d:
d:r,d:w,s:h,d:,s:,f:r,.:,.:,.:f,f:a,f:,f:,m:,f:,.:,.:,s:,d:
d:,d:,d:,d:,s:h,.:,.:,.:,.:,f:,m:,.:,m:,s:,s:,s:,d:,d:
