d:,d:,s:,d:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:
d:,s:h,.:f,s:,.:f,s:w,d:,d:,d:,d:w,s:h,d:w,d:,d:,s:h,s:,s:h,d:
s:,.:,.:c,c:11,s:,s:,d:,d:,d:,s:h,v:,s:h,d:,s:h,.:f,.:f,f:,s:
f:,f:,.:c,.:,.:,f:,s:,d:,d:,d:,s:h,d:,d:,s:,.:,c:0,f:,.:
s:h,.:f,.:f,f:,.:f,f:,f:a,s:,s:,d:,d:,d:,s:,f:,f:,m:,m:o,.:
s:,c:5,f:,f:,.:f,v:,f:,.:,.:f,s:,s:h,s:h,.:,.:,f:,.:,.:,m:
f:a,.:f,f:a,m:r,f:a,f:,.:,.:,c:9,.:f,f:,c:4,.:,.:,v:,f:,.:r,f:
s:h,.:,f:,f:,f:,m:,.:,m:,.:,.:,.:c,.:,.:,.:,.:,f:a,f:,s:
.:f,c:1,f:,.:f,v:,m:,.:,f:a,f:,f:,s:,s:h,s:,s:h,m:r,f:,s:,d:
s:w,s:h,.:f,f:,.:c,.:,m:,v:,.:,s:,d:,d:,d:,d:,s:,s:,d:,d:
d:,d:,s:,.:,.:,.:,.:c,f:,.:,s:,d:,d:,d:,d:,d:,d:,d:,d:
d:r,d:,s:,f:,.:,f:,f:,.:,s:,d:,d:,s:,s:,s:,d:,d:,d:,d:
d:,s:,f:,.:c,c:7,m:o,.:,s:,d:,d:,s:,f:,f:,.:,s:,d:,d:r,d:
d:,s:,f:,.:c,.:,.:,s:,d:,d:,d:,s:h,.:,.:,v:,f:,s:,d:,d:
d:,d:,s:,f:,.:,s:,d:,d:,s:,d:,s:,.:,m:,f:a,f:,f:,s:,d:r
d:,d:,d:,s:,s:,d:,d:,s:,v:,s:,d:w,s:,.:,.:f,.:f,f:,s:,d:
d:,d:,d:,d:,d:,d:,d:,d:,s:,d:,d:,d:,s:,m:,c:10,s:h,d:,d:
d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:r,s:,s:,d:,d:r,d:
