d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:
d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,d:,d:,d:r
d:,d:,d:w,d:r,s:,s:,s:,s:,s:,s:,s:,s:,s:,d:
d:,d:,d:,s:h,.:,f:,.:f,m:,f:,m:,.:f,.:f,f:r,s:
d:,d:,s:h,v:,m:,.:f,c:6,.:,f:,m:o,c:0,m:,m:,s:
d:,s:h,.:,.:c,.:,.:,.:,.:,.:,f:,m:,f:,.:,s:
s:,.:,.:,.:,.:c,s:,s:,s:h,s:,f:,f:,f:,.:f,s:
s:,.:,c:8,.:c,s:h,d:,d:,d:,d:,s:h,v:,f:,f:,s:
s:,m:,.:,.:c,s:,d:,d:,d:,s:,d:,s:h,.:f,s:h,d:
d:,s:,s:,s:,d:,d:,s:,s:h,f:,s:,s:,s:h,d:,d:
d:,d:,d:,d:,d:,s:,.:,.:,.:,.:f,f:,s:,d:,d:
d:,d:,d:,d:r,d:,s:,f:,f:,c:10,m:,m:,s:,d:,d:
d:,d:,d:,d:,d:,s:,m:,.:f,.:,f:,.:,s:,d:,d:
d:,d:,d:,d:,d:,d:,s:h,s:,s:,s:,s:,d:,d:,d:
