s:,s:,s:,m:,.:,f:,f:,f:r,.:,f:,.:,f:,f:,f:
f:,f:,.:,f:,f:,f:r,f:,.:,.:,.:,.:f,f:,f:,.:
.:,.:,f:,.:c,.:,f:,m:,f:a,.:,f:,m:o,c:0,f:a,.:
.:r,s:h,c:4,s:h,m:,m:,.:f,.:f,c:2,f:,.:,f:,.:c,.:
.:,f:,f:a,f:,.:,v:,.:f,f:a,.:,.:,m:,f:,m:,.:
.:,.:,.:,.:c,.:,.:,.:,.:,f:,.:,f:,.:,.:,s:
f:,.:f,c:11,.:f,f:,.:,.:c,.:,.:,.:f,.:,.:,f:,s:
.:f,.:f,.:f,.:,.:,.:,.:,m:,c:3,.:f,c:10,f:,m:r,.:
.:f,.:,f:a,f:a,.:,.:,m:,.:,.:,m:,.:f,.:f,.:,f:
.:,.:c,.:f,c:5,f:,f:,.:,.:c,.:,.:,f:,.:,f:,.:
m:,m:,f:,.:c,c:7,m:o,f:,m:,f:,.:f,.:,f:,.:,.:
s:,.:c,.:f,.:,.:,f:,m:,v:,.:f,.:,.:,.:c,.:f,s:
d:,s:,.:,m:,.:,.:,.:,.:,s:,s:h,v:,.:,.:,s:
d:,d:,s:,s:,s:,m:,f:,.:r,s:,d:w,s:h,s:h,s:h,d:
