.:,.:,.:,f:,.:,.:,.:,.:r,.:,.:,.:f,.:,m:,.:,.:f,f:,.:,.:
.:r,s:,.:r,.:c,s:,.:f,s:,.:,s:,v:,s:,s:h,v:,.:,.:f,v:,.:,.:
m:,s:,f:,.:f,v:,s:h,s:,s:,s:h,s:h,d:,s:h,.:c,f:,m:,m:,.:f,.:
.:,s:h,m:,.:c,s:h,.:,.:,.:,.:f,s:,s:,.:,.:,f:,.:c,.:,s:h,.:
m:,f:,.:,.:,.:c,s:,.:,c:3,.:f,s:,d:,s:,s:,v:,.:,s:h,s:h,.:r
f:r,m:,.:f,c:1,.:f,s:,.:,.:,.:c,.:,s:,d:,d:,s:,s:h,f:,.:c,m:
f:,f:a,m:,.:c,.:,s:,s:,s:,s:,s:,s:,d:,d:,d:,s:,.:,v:,f:
.:,s:,s:,m:,f:,f:,.:f,.:,m:,s:,v:,s:h,d:,d:w,s:,f:,m:,f:
f:,s:,d:,s:h,v:,s:,.:,c:7,f:,f:,.:,s:h,d:r,s:,.:c,.:c,.:,.:
f:,s:,s:,s:,s:h,s:,m:,.:f,m:o,s:,m:,s:h,s:h,.:,s:h,c:4,s:h,f:
.:,s:h,.:,f:a,f:,s:,s:,.:,s:,.:,s:,s:,v:,.:c,f:,.:,f:,f:
.:,s:,.:,c:2,f:,s:,.:c,.:,f:,s:,d:,s:h,.:,.:,.:,.:c,s:,.:f
.:,s:,m:,f:,f:a,m:,f:,c:0,.:f,s:h,s:,m:,f:,m:,s:,.:,v:,.:
.:r,s:,f:,m:,.:,.:f,m:,m:o,f:,s:,m:r,.:f,c:6,.:,f:,s:,s:,f:
.:,s:,s:,f:,c:10,f:,.:f,s:h,s:h,.:,s:,f:a,.:,m:,s:,s:,s:h,f:
m:,s:,s:,m:o,.:f,.:f,s:h,v:,s:,s:,d:,s:h,s:,s:,s:,m:,v:,.:
m:,s:,s:h,s:,s:,s:,s:h,.:,s:,m:,s:,s:,s:,s:,s:,s:,f:,f:
m:,.:,f:,m:,.:,.:f,m:,f:,f:a,f:,f:,m:,f:r,.:,f:a,f:,.:,.:
