d:,d:,d:,d:,s:,s:,s:,s:,d:,d:,d:,d:,d:,d:,d:,d:
s:h,s:h,s:,s:,f:a,f:,f:a,.:f,s:,d:,d:,d:,d:,d:,d:,d:
.:f,v:,.:f,f:a,c:2,.:,.:,v:,s:,s:,s:,d:,d:,d:,d:,d:
.:,f:,.:,m:,f:,.:,.:,f:,s:,.:,.:c,s:,d:,d:r,d:,d:r
f:,.:f,.:,.:,.:f,f:a,.:f,.:,f:,f:,m:o,c:7,s:,d:,d:,d:
s:,s:,s:,s:,f:,v:,.:,f:,v:,m:,f:,.:,s:,d:,d:,d:
d:,d:,d:,s:,.:,m:,m:,.:,f:,f:,f:r,f:,s:,d:,d:,d:
d:,d:,d:,s:,.:f,.:,m:,.:,f:,f:,m:,s:h,d:,s:,s:,s:
d:,s:,s:,s:,.:,m:,.:,f:,.:c,f:,f:,s:h,s:,f:,f:,m:
s:,.:,.:,.:f,m:,v:,.:,.:,.:,.:,v:,s:h,s:,.:,.:f,f:
s:,.:c,v:,m:,.:,f:,f:,f:,.:,.:,.:,s:h,s:h,c:4,.:,.:
s:,.:,.:c,.:,.:,.:f,s:,.:,.:,.:,.:r,s:,d:w,s:,s:h,s:
s:h,.:f,.:,.:c,m:,c:3,s:h,s:,s:,s:,s:h,d:,d:,d:,d:,d:r
s:h,.:c,v:,.:,.:c,.:,s:,d:r,s:,v:,s:h,d:,d:,d:,d:,d:
s:,.:c,f:,.:,.:,.:,s:h,d:w,d:,s:h,d:,d:,d:,d:,d:,d:
d:,s:,s:,s:,s:,s:,d:,d:r,d:,d:,d:,d:,d:,d:,d:,d:
