.:r,.:,.:c,f:,.:f,.:,.:c,f:,.:f,.:,.:,.:,.:f,.:c,f:,f:,.:,f:,f:,.:
.:,.:,v:,.:f,m:,.:,v:,.:c,f:,c:3,s:,s:h,v:,.:,f:,v:,f:a,s:,f:,f:r
f:r,f:,m:o,f:,.:,.:,.:,.:c,.:,.:f,.:,f:,.:c,.:f,f:,f:,.:f,s:h,.:,f:a
.:,f:,.:,.:,.:,.:,.:r,.:,.:,.:f,.:r,.:c,.:,.:,.:,.:,f:a,f:,c:4,s:h
.:c,.:,v:,.:,.:,m:,.:,.:,v:,.:,.:,.:f,v:,.:c,f:,v:,.:f,.:,f:a,.:
m:,m:,.:,f:,f:,v:,m:,.:,.:,m:,m:,f:,m:,.:,.:f,.:c,.:,.:c,.:,.:
f:,.:c,m:,.:,m:,f:a,m:,.:,m:,.:,.:f,.:,.:r,.:,.:c,.:,.:,.:,v:,.:
.:,f:,f:,.:,f:,f:,.:,.:,m:,v:,.:c,.:,.:,.:,v:,s:h,.:,.:,.:,.:c
.:c,.:,.:,s:,f:,m:,.:,.:f,.:f,.:,.:,f:,f:r,.:c,.:,s:h,f:,f:,f:,f:a
f:a,c:6,s:h,d:,s:h,m:,v:,m:,.:,.:,s:,.:,.:f,.:,f:,s:,m:,.:,v:,.:
m:,f:,f:,s:,s:,m:,m:,m:,.:,s:,s:,s:,s:h,f:,v:,.:,.:,f:,.:,.:
.:c,m:,f:,s:,.:,f:,.:,f:,.:,f:a,.:,m:,m:,f:a,m:o,s:h,m:,f:,.:,f:
.:,.:,f:a,f:a,.:,.:,f:a,v:,.:,.:,v:,f:a,f:a,.:,.:,m:,s:,.:,v:,.:c
f:,f:,v:,m:,.:,m:,.:,s:,f:,.:f,f:,m:o,f:,v:,f:,s:,s:,.:,.:,.:f
m:,f:,.:,f:,.:,m:,.:r,s:h,.:f,f:a,s:,s:h,m:,f:,f:,m:,s:,f:,f:,.:
.:c,.:f,f:,m:o,.:f,f:,f:,.:,v:,f:a,s:,.:,.:r,f:,f:r,.:,.:f,f:,v:,.:
.:,f:a,f:,m:o,.:,v:,.:,.:,m:,f:,m:,f:,.:,.:,.:,.:f,.:,.:,.:,.:
.:,.:,v:,f:a,.:,f:,s:h,.:,f:,.:f,.:f,.:f,v:,f:,.:,m:,.:,f:,f:,.:
.:,s:h,s:,m:,.:f,.:,s:,s:,.:,c:10,s:,s:h,s:,f:,f:,v:,f:,.:f,v:,m:
.:,s:h,f:,m:,m:r,f:,m:,f:,.:f,f:,.:,s:,.:,s:,s:,.:,f:,m:,.:f,.:f
