.:,m:,.:,f:a,.:,.:,m:,.:,m:,f:,.:f,.:c,f:r,.:,f:,.:f,s:,s:
m:,f:,m:,.:,f:,v:,.:,m:,.:,.:,.:,m:,.:,s:,f:,m:o,c:7,.:f
f:,v:,.:,.:,.:,f:a,.:,m:o,m:,.:,v:,f:,s:,s:,s:,f:,.:,f:
m:,f:,f:,.:,f:,.:,.:,f:,f:,m:,.:,f:,.:,v:,f:,f:,.:,s:
.:,.:,m:,.:,f:,f:,v:,.:,.:,s:,f:,m:,f:,m:o,f:,m:,.:,.:r
.:,f:,.:,m:,.:r,.:,.:f,.:,f:,s:,v:,.:,f:,.:,m:,f:,.:,f:
f:,s:,.:,.:,.:,m:,.:,f:r,f:,m:o,.:,.:,f:,m:,v:,f:,.:,.:
.:,s:h,c:2,f:a,.:,.:,.:,f:,.:,f:,.:,f:,f:,m:,m:,.:,.:,f:
.:,f:a,.:,.:,.:,v:,.:,.:,v:,s:h,s:,s:h,.:,.:,.:c,f:,.:,.:r
f:,.:f,.:,.:,m:,f:,.:,.:,f:,m:o,s:,.:,v:,.:,f:,.:,f:,m:
f:,.:,v:,.:f,.:,m:,m:,.:,f:,.:,.:,m:,f:,.:,f:,v:,m:,.:
.:,m:,.:f,f:a,.:,.:,.:f,v:,.:,.:,f:,f:,m:,.:,s:,m:,f:,.:
m:,m:,.:,.:,.:,m:r,.:,.:,.:,m:,.:,f:r,.:,.:f,s:,s:,f:a,.:
.:,.:,f:,s:h,.:,.:,m:,.:r,.:,f:,.:,.:,.:,.:,m:,f:,v:,.:
.:,.:f,.:,s:,f:a,.:,.:,.:,.:,.:,f:,v:,f:,.:,f:,.:f,.:,m:
m:,.:,.:,v:,m:,m:,v:,.:,s:h,s:,f:,.:f,.:,.:,f:,.:f,.:,f:
m:,.:,.:,f:,.:f,.:f,.:,m:,.:,.:,.:,m:,m:,.:f,m:r,f:,v:,f:
.:,.:,.:,.:,s:,s:,.:,s:,.:,.:,.:,.:,s:,s:,.:,.:,f:,.:
